latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.800003,9.100006,351.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h)
2010-03-12,2.8,0.00,0.0,8.2
2010-03-13,4.4,0.00,0.0,8.4
2010-03-14,4.8,0.00,0.0,13.6
2010-03-15,5.8,0.00,0.0,16.2
2010-03-16,6.1,0.10,1.0,13.2
2010-03-17,6.8,0.00,0.0,11.5
2010-03-18,7.2,0.00,0.0,8.2
2010-03-19,8.7,0.00,0.0,5.6
2010-03-20,8.1,0.20,2.0,6.8
2010-03-21,9.1,0.40,3.0,5.4
2010-03-22,10.2,0.70,5.0,7.7
2010-03-23,11.5,0.20,2.0,7.7
2010-03-24,10.5,2.70,13.0,7.6
2010-03-25,10.4,8.70,24.0,8.4
2010-03-26,9.8,34.60,22.0,22.7
2010-03-27,7.6,0.00,0.0,9.1
2010-03-28,10.1,0.00,0.0,8.7
2010-03-29,10.1,2.30,10.0,8.9
2010-03-30,8.7,33.00,18.0,18.2
2010-03-31,8.5,0.00,0.0,8.9
2010-04-01,5.2,10.90,10.0,13.1
2010-04-02,5.6,0.00,0.0,12.1
2010-04-03,6.1,11.20,13.0,10.8
2010-04-04,6.4,32.30,23.0,12.3
2010-04-05,8.7,0.00,0.0,23.8
2010-04-06,9.3,0.00,0.0,10.5
2010-04-07,9.9,0.00,0.0,8.0
2010-04-08,11.1,0.00,0.0,9.0
2010-04-09,12.8,0.00,0.0,8.0
2010-04-10,13.5,0.00,0.0,16.3
2010-04-11,7.5,2.80,10.0,16.9
2010-04-12,6.6,0.10,1.0,7.4
2010-04-13,8.0,0.00,0.0,7.7
2010-04-14,9.3,0.00,0.0,10.6
2010-04-15,9.9,0.00,0.0,6.9
2010-04-16,9.5,0.90,5.0,7.9
2010-04-17,9.7,6.00,9.0,11.8
2010-04-18,9.8,2.90,14.0,9.3
2010-04-19,12.2,0.10,1.0,8.9
2010-04-20,13.7,0.00,0.0,9.5
2010-04-21,14.2,0.00,0.0,12.8
2010-04-22,13.6,0.60,3.0,10.3
2010-04-23,11.9,5.50,23.0,7.9
2010-04-24,13.5,1.20,7.0,9.6
2010-04-25,15.1,0.90,2.0,9.2
2010-04-26,15.3,6.10,6.0,7.9
2010-04-27,14.2,7.10,9.0,10.1
2010-04-28,15.0,0.00,0.0,10.6
2010-04-29,16.4,0.00,0.0,7.3
2010-04-30,16.6,0.00,0.0,11.6
2010-05-01,14.5,3.50,15.0,10.0
2010-05-02,13.6,29.20,24.0,9.2
2010-05-03,13.4,34.60,17.0,10.4
2010-05-04,12.3,44.30,24.0,12.4
2010-05-05,12.2,52.50,21.0,11.9
2010-05-06,10.0,5.10,7.0,9.7
2010-05-07,10.5,2.70,7.0,6.4
2010-05-08,12.0,1.80,10.0,7.2
2010-05-09,12.0,13.20,13.0,10.0
2010-05-10,13.2,7.80,12.0,8.7
2010-05-11,12.7,24.70,23.0,13.0
2010-05-12,13.0,22.40,21.0,6.8
2010-05-13,11.9,19.70,23.0,7.3
2010-05-14,11.4,18.60,19.0,8.3
2010-05-15,12.7,0.00,0.0,17.5
2010-05-16,14.2,0.00,0.0,21.5
2010-05-17,15.0,0.00,0.0,17.1
2010-05-18,15.1,0.00,0.0,17.5
2010-05-19,14.1,0.90,4.0,16.7
2010-05-20,15.4,0.00,0.0,9.0
2010-05-21,16.3,0.00,0.0,9.4
2010-05-22,17.4,0.20,1.0,11.0
2010-05-23,18.0,0.00,0.0,8.5
2010-05-24,19.0,0.00,0.0,8.9
2010-05-25,19.1,0.00,0.0,11.4
2010-05-26,17.9,0.00,0.0,10.4
2010-05-27,16.0,8.00,12.0,6.8
2010-05-28,15.7,0.00,0.0,5.6
2010-05-29,16.8,6.10,12.0,5.5
2010-05-30,16.6,2.00,9.0,7.4
2010-05-31,17.4,0.50,2.0,22.6
2010-06-01,17.3,0.00,0.0,14.5
2010-06-02,18.6,0.00,0.0,21.4
2010-06-03,18.1,0.00,0.0,14.1
2010-06-04,20.0,0.00,0.0,9.7
2010-06-05,21.1,0.00,0.0,7.1
2010-06-06,21.3,1.90,2.0,8.4
2010-06-07,19.8,12.30,18.0,9.4
2010-06-08,19.4,2.30,12.0,10.0
2010-06-09,20.2,0.10,1.0,10.1
2010-06-10,20.6,3.80,14.0,11.5
2010-06-11,21.2,0.90,4.0,10.7
2010-06-12,20.5,18.50,21.0,7.5
2010-06-13,20.4,2.40,9.0,10.8
2010-06-14,18.6,8.20,14.0,6.1
2010-06-15,17.8,14.10,15.0,8.0
2010-06-16,17.5,36.20,22.0,7.9
2010-06-17,16.5,16.90,17.0,7.3
2010-06-18,17.1,0.00,0.0,9.4
2010-06-19,16.9,10.80,10.0,10.8
2010-06-20,14.8,1.30,10.0,14.8
2010-06-21,17.0,0.00,0.0,14.1
2010-06-22,18.2,0.00,0.0,11.9
2010-06-23,18.5,0.00,0.0,9.3
2010-06-24,19.5,0.00,0.0,8.7
2010-06-25,20.3,0.10,1.0,9.0
2010-06-26,21.1,0.10,1.0,8.0
2010-06-27,21.6,0.80,1.0,7.7
2010-06-28,22.8,0.00,0.0,7.6
2010-06-29,22.4,3.90,2.0,8.6
2010-06-30,22.7,0.80,2.0,8.7
2010-07-01,23.1,2.30,2.0,9.4
2010-07-02,24.5,0.10,1.0,7.6
2010-07-03,24.7,1.20,1.0,8.4
2010-07-04,26.0,1.10,2.0,6.6
2010-07-05,25.2,0.70,2.0,9.4
2010-07-06,24.7,0.30,1.0,10.6
2010-07-07,23.7,0.20,1.0,14.3
2010-07-08,23.6,0.00,0.0,11.1
2010-07-09,25.3,0.00,0.0,8.4
2010-07-10,26.4,1.20,3.0,10.3
2010-07-11,25.0,9.30,5.0,10.3
2010-07-12,24.4,4.50,4.0,10.2
2010-07-13,24.8,1.40,2.0,9.2
2010-07-14,25.0,1.00,3.0,10.4
2010-07-15,26.1,0.00,0.0,8.8
2010-07-16,27.7,0.00,0.0,10.4
2010-07-17,26.7,1.80,5.0,15.6
2010-07-18,25.1,0.00,0.0,22.8
2010-07-19,24.3,0.00,0.0,9.9
2010-07-20,24.9,0.00,0.0,8.4
2010-07-21,24.6,2.60,2.0,8.1
2010-07-22,25.3,0.70,3.0,11.9
2010-07-23,23.3,10.60,10.0,18.9
2010-07-24,21.5,0.00,0.0,22.7
2010-07-25,21.7,0.00,0.0,16.1
2010-07-26,20.2,3.70,4.0,10.7
2010-07-27,21.6,0.00,0.0,8.0
2010-07-28,22.7,0.50,1.0,9.3
2010-07-29,20.2,12.50,12.0,7.9
2010-07-30,18.7,1.90,2.0,11.1
2010-07-31,20.7,0.00,0.0,7.5
2010-08-01,22.7,0.00,0.0,6.8
2010-08-02,23.0,4.80,7.0,8.5
2010-08-03,22.8,4.40,4.0,10.1
2010-08-04,20.7,3.40,5.0,9.0
2010-08-05,16.9,49.30,18.0,13.7
2010-08-06,19.6,0.00,0.0,17.9
2010-08-07,19.5,0.00,0.0,10.9
2010-08-08,20.9,0.30,1.0,6.9
2010-08-09,21.7,0.20,1.0,6.3
2010-08-10,22.3,2.00,8.0,6.5
2010-08-11,21.6,7.00,17.0,7.8
2010-08-12,19.5,49.70,20.0,9.4
2010-08-13,18.7,14.00,14.0,7.4
2010-08-14,17.8,41.80,13.0,10.6
2010-08-15,16.9,45.80,23.0,9.6
2010-08-16,15.9,1.10,2.0,7.2
2010-08-17,18.2,0.00,0.0,6.8
2010-08-18,19.0,0.30,2.0,7.6
2010-08-19,20.2,0.00,0.0,8.1
2010-08-20,21.2,6.20,8.0,5.4
2010-08-21,22.4,0.00,0.0,7.7
2010-08-22,23.2,0.00,0.0,8.0
2010-08-23,22.6,1.00,5.0,8.0
2010-08-24,22.1,3.20,9.0,10.2
2010-08-25,22.0,0.00,0.0,6.6
2010-08-26,22.9,0.00,0.0,7.6
2010-08-27,21.5,3.60,10.0,10.5
2010-08-28,20.3,0.00,0.0,23.4
2010-08-29,16.9,4.40,9.0,11.8
2010-08-30,17.0,0.20,1.0,23.1
2010-08-31,15.5,0.00,0.0,21.1
2010-09-01,16.2,0.00,0.0,13.2
2010-09-02,17.2,0.00,0.0,6.4
2010-09-03,19.0,0.00,0.0,7.9
2010-09-04,19.7,0.00,0.0,6.5
2010-09-05,17.6,9.00,13.0,8.4
2010-09-06,17.1,2.80,10.0,10.6
2010-09-07,15.4,35.20,20.0,10.5
2010-09-08,16.3,53.00,20.0,10.0
2010-09-09,16.6,0.00,0.0,10.5
2010-09-10,17.3,0.00,0.0,8.8
2010-09-11,17.4,0.00,0.0,8.8
2010-09-12,17.4,0.10,1.0,9.3
2010-09-13,17.8,5.50,8.0,12.3
2010-09-14,16.8,0.00,0.0,11.5
2010-09-15,17.7,0.00,0.0,8.9
2010-09-16,18.4,1.10,4.0,7.1
2010-09-17,17.9,10.90,20.0,5.5
2010-09-18,16.6,50.60,22.0,8.3
2010-09-19,15.9,0.00,0.0,8.7
2010-09-20,16.4,0.00,0.0,6.2
2010-09-21,17.3,0.00,0.0,7.2
2010-09-22,17.0,0.00,0.0,8.6
2010-09-23,16.9,0.00,0.0,8.1
2010-09-24,16.6,14.20,8.0,12.7
2010-09-25,13.4,17.20,16.0,14.7
2010-09-26,14.5,0.00,0.0,15.4
2010-09-27,12.5,5.00,12.0,9.9
2010-09-28,12.6,0.00,0.0,7.7
2010-09-29,13.6,0.00,0.0,7.8
2010-09-30,14.1,0.00,0.0,7.3
2010-10-01,14.4,5.00,15.0,7.4
2010-10-02,14.6,0.00,0.0,5.2
2010-10-03,15.1,0.00,0.0,7.9
2010-10-04,15.2,22.70,21.0,19.5
2010-10-05,16.0,11.60,12.0,14.6
2010-10-06,15.7,0.00,0.0,6.4
2010-10-07,15.8,0.40,3.0,8.1
2010-10-08,14.4,0.80,5.0,8.0
2010-10-09,12.5,0.00,0.0,6.9
2010-10-10,12.2,0.00,0.0,4.5
2010-10-11,12.5,0.00,0.0,7.2
2010-10-12,12.6,0.00,0.0,7.1
2010-10-13,11.9,0.00,0.0,8.4
2010-10-14,13.0,0.00,0.0,5.6
2010-10-15,11.9,0.00,0.0,7.3
2010-10-16,10.2,7.60,19.0,8.5
2010-10-17,8.5,6.20,19.0,8.2
2010-10-18,10.2,0.00,0.0,8.6
2010-10-19,9.7,0.00,0.0,11.6
2010-10-20,9.9,0.00,0.0,14.9
2010-10-21,8.4,0.00,0.0,13.3
2010-10-22,7.7,0.00,0.0,9.1
2010-10-23,8.7,0.00,0.0,6.2
2010-10-24,9.4,8.90,10.0,6.5
2010-10-25,7.6,26.20,23.0,17.2
2010-10-26,7.9,0.00,0.0,8.4
2010-10-27,6.7,0.00,0.0,6.6
2010-10-28,7.3,0.00,0.0,5.8
2010-10-29,8.5,0.00,0.0,8.8
2010-10-30,8.3,1.60,5.0,8.5
2010-10-31,9.9,67.90,24.0,11.1
2010-11-01,12.0,49.20,19.0,10.6
2010-11-02,11.8,8.20,17.0,9.1
2010-11-03,11.1,0.00,0.0,11.2
2010-11-04,11.3,0.00,0.0,8.6
2010-11-05,11.1,0.00,0.0,5.4
2010-11-06,9.9,0.00,0.0,5.6
2010-11-07,9.6,20.90,21.0,11.3
2010-11-08,7.5,35.90,19.0,7.4
2010-11-09,6.4,5.70,16.0,8.0
2010-11-10,6.8,3.00,8.0,5.8
2010-11-11,6.0,0.00,0.0,7.9
2010-11-12,7.3,0.00,0.0,8.0
2010-11-13,8.4,0.00,0.0,6.6
2010-11-14,9.8,1.90,9.0,6.1
2010-11-15,10.4,52.80,21.0,7.1
2010-11-16,9.2,50.50,24.0,16.2
2010-11-17,8.1,1.20,4.0,7.2
2010-11-18,7.8,8.10,12.0,8.6
2010-11-19,7.5,7.20,8.0,5.9
2010-11-20,6.2,7.60,12.0,8.2
2010-11-21,6.5,31.80,24.0,11.6
2010-11-22,6.6,13.20,23.0,8.0
2010-11-23,5.0,0.00,0.0,13.6
2010-11-24,4.0,0.00,0.0,12.6
2010-11-25,2.0,0.90,3.0,9.0
2010-11-26,2.4,7.20,10.0,16.4
2010-11-27,0.5,0.80,4.0,11.1
2010-11-28,1.5,9.00,21.0,11.7
2010-11-29,1.7,0.00,0.0,10.7
2010-11-30,-0.4,2.80,5.0,12.0
2010-12-01,0.8,10.20,23.0,7.9
2010-12-02,1.1,1.00,3.0,7.0
2010-12-03,0.7,1.40,6.0,7.2
2010-12-04,-0.5,0.00,0.0,9.9
2010-12-05,-1.0,5.20,11.0,6.8
2010-12-06,0.9,12.50,24.0,6.9
2010-12-07,3.7,0.70,4.0,8.0
2010-12-08,6.5,2.00,11.0,4.7
2010-12-09,2.8,0.00,0.0,31.1
2010-12-10,-1.1,0.00,0.0,15.6
2010-12-11,2.1,0.00,0.0,9.4
2010-12-12,0.6,0.00,0.0,15.0
2010-12-13,-1.0,0.00,0.0,20.2
2010-12-14,-2.3,0.00,0.0,11.6
2010-12-15,-4.4,0.00,0.0,11.2
2010-12-16,-3.0,0.00,0.0,7.4
2010-12-17,-2.8,3.30,7.0,4.8
2010-12-18,-2.5,0.00,0.0,10.7
2010-12-19,-0.9,0.00,0.0,5.2
2010-12-20,0.4,0.00,0.0,7.2
2010-12-21,0.8,10.20,16.0,6.1
2010-12-22,3.1,21.20,24.0,6.3
2010-12-23,4.1,43.10,24.0,13.4
2010-12-24,5.4,27.10,24.0,13.7
2010-12-25,3.9,2.60,12.0,15.3
2010-12-26,-0.1,1.60,9.0,15.5
2010-12-27,-1.8,0.00,0.0,9.4
2010-12-28,-0.7,0.00,0.0,5.1
2010-12-29,0.2,0.00,0.0,5.1
2010-12-30,1.2,0.00,0.0,5.4
2010-12-31,0.7,0.00,0.0,6.8
2011-01-01,1.0,0.00,0.0,5.7
2011-01-02,1.2,0.00,0.0,5.9
2011-01-03,0.2,0.00,0.0,11.4
2011-01-04,0.1,0.00,0.0,4.7
2011-01-05,0.1,0.00,0.0,5.8
2011-01-06,0.6,0.50,3.0,4.3
2011-01-07,2.5,2.80,12.0,4.7
2011-01-08,4.8,5.90,14.0,5.7
2011-01-09,5.6,5.40,21.0,5.4
2011-01-10,5.2,14.30,24.0,3.1
2011-01-11,5.3,1.40,5.0,5.4
2011-01-12,3.2,0.00,0.0,7.6
2011-01-13,4.4,0.00,0.0,6.1
2011-01-14,4.3,0.00,0.0,5.9
2011-01-15,5.0,0.00,0.0,9.2
2011-01-16,4.2,0.00,0.0,6.2
2011-01-17,3.4,0.00,0.0,6.9
2011-01-18,2.7,0.00,0.0,6.3
2011-01-19,2.2,0.00,0.0,12.1
2011-01-20,0.4,0.00,0.0,10.8
2011-01-21,-0.3,0.00,0.0,11.5
2011-01-22,-0.7,0.00,0.0,10.2
2011-01-23,-0.0,0.00,0.0,7.1
2011-01-24,0.9,0.00,0.0,7.9
2011-01-25,0.6,0.00,0.0,8.5
2011-01-26,1.2,0.00,0.0,7.9
2011-01-27,2.1,0.90,6.0,6.4
2011-01-28,2.2,0.00,0.0,9.1
2011-01-29,1.1,0.40,4.0,5.1
2011-01-30,1.1,2.50,12.0,6.6
2011-01-31,3.2,0.00,0.0,6.7
2011-02-01,3.9,0.00,0.0,7.3
2011-02-02,2.5,0.00,0.0,8.0
2011-02-03,1.7,0.00,0.0,8.0
2011-02-04,3.8,0.00,0.0,8.3
2011-02-05,5.8,0.00,0.0,7.9
2011-02-06,5.4,0.00,0.0,7.0
2011-02-07,6.1,0.00,0.0,5.9
2011-02-08,5.6,0.00,0.0,6.5
2011-02-09,4.6,0.00,0.0,7.1
2011-02-10,4.4,0.00,0.0,6.6
2011-02-11,4.5,0.00,0.0,8.7
2011-02-12,5.8,0.00,0.0,7.9
2011-02-13,6.9,0.70,5.0,5.9
2011-02-14,5.9,0.00,0.0,7.2
2011-02-15,5.0,19.00,20.0,11.2
2011-02-16,4.2,24.00,24.0,8.7
2011-02-17,4.7,4.30,14.0,6.5
2011-02-18,6.0,0.00,0.0,8.4
2011-02-19,5.3,0.00,0.0,11.9
2011-02-20,4.0,7.00,16.0,6.9
2011-02-21,4.4,0.00,0.0,7.0
2011-02-22,3.6,0.00,0.0,6.8
2011-02-23,2.1,0.00,0.0,8.4
2011-02-24,2.8,0.00,0.0,6.1
2011-02-25,2.8,0.00,0.0,8.4
2011-02-26,3.8,0.00,0.0,5.0
2011-02-27,3.2,2.70,11.0,8.8
2011-02-28,3.5,10.80,23.0,5.4
2011-03-01,5.8,1.30,6.0,12.6
2011-03-02,2.6,0.60,4.0,11.6
2011-03-03,1.8,1.50,7.0,5.8
2011-03-04,5.3,0.90,4.0,9.0
2011-03-05,6.5,0.00,0.0,6.8
2011-03-06,6.7,0.00,0.0,9.5
2011-03-07,3.8,0.70,4.0,14.2
2011-03-08,2.8,0.00,0.0,5.4
2011-03-09,3.8,0.00,0.0,8.0
2011-03-10,5.1,0.00,0.0,8.9
2011-03-11,5.9,0.00,0.0,6.4
2011-03-12,7.4,3.70,15.0,10.0
2011-03-13,5.4,24.50,24.0,9.6
2011-03-14,7.5,1.00,3.0,7.6
2011-03-15,8.0,11.10,17.0,7.1
2011-03-16,8.1,53.20,24.0,9.6
2011-03-17,8.4,1.40,7.0,4.7
2011-03-18,10.1,0.00,0.0,14.3
2011-03-19,9.8,5.20,7.0,9.7
2011-03-20,8.4,5.80,10.0,8.6
2011-03-21,6.5,0.00,0.0,10.7
2011-03-22,7.9,0.00,0.0,8.1
2011-03-23,9.1,0.00,0.0,6.4
2011-03-24,10.5,0.00,0.0,6.7
2011-03-25,10.4,0.00,0.0,13.2
2011-03-26,9.7,0.00,0.0,11.2
2011-03-27,8.9,6.70,14.0,5.4
2011-03-28,10.6,4.30,13.0,8.0
2011-03-29,11.1,1.10,5.0,7.3
2011-03-30,10.6,0.70,1.0,7.7
2011-03-31,11.4,0.00,0.0,7.6
2011-04-01,13.8,0.00,0.0,9.7
2011-04-02,14.1,0.00,0.0,7.4
2011-04-03,14.5,0.00,0.0,9.1
2011-04-04,14.8,0.80,4.0,21.3
2011-04-05,12.7,0.00,0.0,14.8
2011-04-06,13.7,0.00,0.0,8.0
2011-04-07,16.0,0.00,0.0,9.4
2011-04-08,18.3,0.00,0.0,12.3
2011-04-09,18.6,0.00,0.0,14.8
2011-04-10,17.4,0.00,0.0,16.6
2011-04-11,16.8,0.00,0.0,7.9
2011-04-12,15.0,0.10,1.0,28.5
2011-04-13,11.1,0.00,0.0,22.7
2011-04-14,10.1,0.00,0.0,10.7
2011-04-15,9.7,0.00,0.0,9.4
2011-04-16,10.5,0.00,0.0,11.7
2011-04-17,12.0,0.00,0.0,10.5
2011-04-18,12.0,0.00,0.0,9.0
2011-04-19,13.1,0.00,0.0,8.2
2011-04-20,14.3,0.00,0.0,8.4
2011-04-21,14.7,0.00,0.0,9.2
2011-04-22,15.3,0.00,0.0,11.7
2011-04-23,13.6,2.00,9.0,8.5
2011-04-24,15.2,0.30,2.0,8.8
2011-04-25,15.6,2.30,8.0,8.8
2011-04-26,15.6,2.20,6.0,15.5
2011-04-27,13.8,3.80,7.0,10.5
2011-04-28,13.1,6.30,6.0,9.3
2011-04-29,12.3,1.90,11.0,8.4
2011-04-30,13.3,0.80,6.0,7.4
2011-05-01,14.9,0.00,0.0,9.9
2011-05-02,15.2,3.60,6.0,9.8
2011-05-03,15.8,0.00,0.0,12.5
2011-05-04,13.5,11.20,8.0,12.6
2011-05-05,13.3,0.00,0.0,9.8
2011-05-06,14.0,0.00,0.0,6.0
2011-05-07,15.5,0.00,0.0,8.2
2011-05-08,18.4,0.00,0.0,24.5
2011-05-09,14.1,0.40,2.0,20.7
2011-05-10,16.5,0.00,0.0,9.8
2011-05-11,19.4,0.00,0.0,10.3
2011-05-12,20.0,0.00,0.0,7.7
2011-05-13,18.3,12.40,11.0,11.0
2011-05-14,16.6,4.70,16.0,9.3
2011-05-15,15.0,1.60,4.0,20.8
2011-05-16,14.8,0.00,0.0,15.2
2011-05-17,16.3,0.00,0.0,8.3
2011-05-18,17.5,0.10,1.0,6.2
2011-05-19,18.6,0.00,0.0,8.4
2011-05-20,20.1,0.00,0.0,9.5
2011-05-21,20.7,0.00,0.0,10.1
2011-05-22,20.7,0.00,0.0,8.9
2011-05-23,21.8,0.40,1.0,9.3
2011-05-24,22.6,1.20,1.0,6.6
2011-05-25,21.8,0.70,2.0,7.7
2011-05-26,21.6,1.30,4.0,12.0
2011-05-27,17.0,29.80,19.0,16.9
2011-05-28,17.0,0.00,0.0,15.2
2011-05-29,18.1,0.00,0.0,7.9
2011-05-30,19.5,0.00,0.0,9.8
2011-05-31,19.0,1.40,5.0,7.5
2011-06-01,15.8,18.70,17.0,14.4
2011-06-02,19.1,0.00,0.0,7.9
2011-06-03,18.8,4.60,7.0,10.2
2011-06-04,18.5,5.70,10.0,7.9
2011-06-05,17.3,17.20,16.0,7.7
2011-06-06,17.1,9.20,16.0,5.4
2011-06-07,15.4,6.60,14.0,8.3
2011-06-08,15.9,13.20,20.0,7.6
2011-06-09,17.1,3.00,6.0,5.6
2011-06-10,17.2,7.20,9.0,7.2
2011-06-11,17.8,11.80,12.0,8.0
2011-06-12,17.8,0.00,0.0,7.0
2011-06-13,18.4,4.90,13.0,8.9
2011-06-14,18.8,1.30,3.0,8.2
2011-06-15,20.4,0.00,0.0,9.0
2011-06-16,20.4,2.80,3.0,8.9
2011-06-17,19.3,13.90,18.0,10.8
2011-06-18,18.3,22.90,20.0,12.6
2011-06-19,18.4,0.00,0.0,15.0
2011-06-20,18.6,0.60,4.0,8.5
2011-06-21,20.2,0.00,0.0,6.3
2011-06-22,20.6,1.20,5.0,8.9
2011-06-23,18.4,12.30,15.0,8.2
2011-06-24,20.2,0.00,0.0,12.6
2011-06-25,19.4,0.40,2.0,8.8
2011-06-26,21.4,0.00,0.0,5.9
2011-06-27,22.9,0.00,0.0,6.6
2011-06-28,24.0,0.00,0.0,6.0
2011-06-29,24.1,4.40,8.0,8.5
2011-06-30,22.9,0.10,1.0,15.2
2011-07-01,20.2,0.00,0.0,14.3
2011-07-02,17.4,0.10,1.0,10.7
2011-07-03,19.9,0.00,0.0,8.6
2011-07-04,21.4,2.50,4.0,12.2
2011-07-05,22.0,0.60,2.0,9.8
2011-07-06,22.8,0.10,1.0,10.7
2011-07-07,21.5,4.10,15.0,13.5
2011-07-08,21.3,3.00,6.0,9.6
2011-07-09,22.2,0.50,4.0,7.9
2011-07-10,22.8,6.80,5.0,11.6
2011-07-11,24.1,0.00,0.0,7.2
2011-07-12,23.9,2.70,6.0,8.8
2011-07-13,21.1,86.50,18.0,12.9
2011-07-14,21.6,9.20,8.0,8.4
2011-07-15,21.2,0.00,0.0,10.5
2011-07-16,20.0,1.10,7.0,6.5
2011-07-17,18.8,18.70,16.0,17.1
2011-07-18,18.9,8.20,9.0,7.4
2011-07-19,16.8,18.30,12.0,10.8
2011-07-20,18.2,0.20,1.0,15.0
2011-07-21,18.6,0.00,0.0,11.3
2011-07-22,19.6,0.00,0.0,9.7
2011-07-23,19.8,1.20,1.0,7.7
2011-07-24,18.1,2.50,2.0,15.5
2011-07-25,17.1,0.40,1.0,8.8
2011-07-26,18.8,0.50,2.0,7.0
2011-07-27,18.4,3.10,4.0,5.5
2011-07-28,19.2,0.40,2.0,7.2
2011-07-29,20.4,0.00,0.0,6.8
2011-07-30,21.0,0.20,1.0,8.4
2011-07-31,20.9,3.20,2.0,9.0
2011-08-01,21.4,0.90,5.0,9.3
2011-08-02,23.1,0.00,0.0,7.0
2011-08-03,22.3,1.90,4.0,8.4
2011-08-04,22.6,0.00,0.0,8.0
2011-08-05,21.5,27.50,17.0,9.1
2011-08-06,21.1,18.80,22.0,10.0
2011-08-07,20.5,17.00,24.0,13.0
2011-08-08,20.7,7.30,8.0,17.0
2011-08-09,19.1,0.00,0.0,17.7
2011-08-10,19.2,0.00,0.0,15.0
2011-08-11,19.3,0.00,0.0,6.5
2011-08-12,20.3,0.00,0.0,5.5
2011-08-13,21.4,0.10,1.0,6.2
2011-08-14,21.9,0.00,0.0,8.1
2011-08-15,22.5,11.30,7.0,7.5
2011-08-16,22.4,0.00,0.0,8.2
2011-08-17,23.1,0.10,1.0,8.2
2011-08-18,23.9,0.00,0.0,7.6
2011-08-19,24.9,0.00,0.0,9.5
2011-08-20,25.0,0.00,0.0,7.2
