5707,5710,5717,5718,5719,5721,5725,5730,5732,5735,5738,5739,5742,5749,5750,5952,5960,6582,6665,6691,6804,6818,6832,6884,6904,9856,9861,9882,9899,9925,9972,9991,9997,10025,10041,10081,10171,10270,10282,10288,10437,10454,10463,10584,12020
-0.132403,-0.0423446,-0.909814,-1.44915,0.367129,-2.04465,-0.692369,0.251842,-0.865327,-0.749396,0.529703,-3.59768,-1.40503,0.675211,0.0287111,-0.432949,-0.984071,-0.324848,0.379194,-1.14289,-0.106042,-1.97633,-0.837049,-1.83663,1.54433,0.476038,-1.98547,0.37995,-0.0169219,-1.57002,0.12472,1.73743,-0.738607,0.790028,-0.233545,-0.966561,-0.281507,-0.562263,-0.445642,0.230031,-1.98771,-1.17213,0.126065,-0.239738,-0.53443
-0.0148611,-0.714604,-1.50584,-1.32955,0.0362744,-1.79241,-2.25116,0.481178,-0.70494,-0.837929,0.556278,-2.67742,-1.01952,0.182042,-0.0422102,-0.110891,-0.995899,-0.552451,0.21839,-1.6123,0.125159,-1.49229,-0.661458,-1.90044,1.21156,0.736015,-1.78381,-0.299783,0.234122,-1.14381,0.18049,2.02849,-0.751999,0.841667,-0.122982,-0.864732,-0.183768,-0.310804,-1.77019,0.15128,-2.02776,-1.01487,0.143721,0.218241,-0.356895
-0.0117741,-1.64862,-2.09055,-1.70058,-0.305603,-1.58695,-3.04686,0.409795,-0.561701,-0.931256,0.570964,-2.83793,-1.53439,-0.274073,-0.0084297,-0.212012,-1.11604,-0.794359,0.334546,-1.39387,0.281344,-1.59877,-0.578511,-1.62514,1.10566,0.706768,-1.72363,-0.728905,-0.0116879,-1.55762,0.200348,2.69699,-0.592836,0.999359,-0.0881395,-0.897474,-0.0664223,-0.366445,-2.93623,0.185931,-1.90302,-1.39027,0.148376,0.287464,-0.202944
-0.12427,-1.29121,-1.92004,-1.55989,-0.58494,-1.98383,-3.26188,0.192201,-0.46254,-1.02128,0.710895,-2.99946,-1.21644,-0.52285,-0.548605,-0.132512,-0.973409,-0.976927,-0.120608,-1.46329,1.35441,-1.49151,-0.554255,-1.81584,0.896937,0.679162,-1.86991,-0.920771,0.247194,-1.44738,0.00429112,1.58946,-0.468248,1.88793,-0.10293,-0.851831,-0.0143085,-0.434223,-2.94801,-0.0330622,-2.26019,-1.08337,0.293087,0.20238,0.917127
-0.15238,1.10962,-0.117891,-1.28979,1.09009,-1.80594,1.5825,0.18591,-1.10399,-0.407034,-0.574497,-5.10577,-1.40769,1.64137,0.396704,-1.47714,-0.964407,0.09859,0.743279,-1.24338,0.106649,-2.20794,-0.992746,-2.25193,0.925361,-0.540406,-1.636,1.4063,-1.14691,-1.5005,0.145034,1.11502,-2.00675,1.10825,0.00353783,-1.28315,-1.50008,-0.684501,2.03314,0.31862,-1.88886,-1.25132,-1.08204,-0.515747,-0.423952
-0.175806,0.682874,-0.245476,-1.52522,0.792621,-1.90544,0.808801,0.245765,-0.8005,-0.479211,0.0101657,-3.81671,-1.35599,1.24622,-0.0432156,-0.618911,-0.723201,-0.0091994,0.57036,-0.912258,1.02625,-1.70556,-0.703631,-1.97146,1.22176,0.240239,-2.05256,1.08428,-0.610277,-1.24224,0.168157,0.388355,-1.22267,1.53172,-0.118489,-1.02462,-0.614536,-0.444176,1.29266,0.210108,-2.24097,-0.898663,-0.27781,-0.375791,0.391039
0.000550119,0.14848,-0.860709,-1.26387,0.556787,-1.28252,-0.261395,0.436076,-0.867635,-0.505531,0.574083,-3.66833,-1.08362,0.927893,0.163878,-0.304288,-0.577563,-0.00845779,0.453615,-1.10747,-2.13775,-1.49718,-0.66364,-1.66844,1.78911,0.872553,-1.51508,0.53121,0.362075,-1.1197,0.249655,1.46387,-0.948969,-1.35582,0.0595502,-0.833212,0.138513,-0.569403,-0.03232,0.166003,-1.94235,-0.736529,0.158023,-0.161967,-2.58816
0.0948495,0.596142,-0.570757,-1.05267,0.796303,-1.49745,0.356044,0.537607,-0.82754,-0.294605,0.103619,-4.31197,-1.17194,1.12473,0.330671,-0.841914,-0.533364,0.265632,0.571187,-0.682365,-1.74228,-1.01078,-0.47101,-1.406,1.16196,0.130229,-1.43976,0.925591,-0.184516,-0.945462,0.502677,1.05431,-1.43395,-0.971056,0.201026,-0.428948,-0.580815,-0.410847,0.280009,0.532039,-1.74455,-0.493779,-0.595612,-0.130759,-2.18894
-0.0116153,-0.530201,-1.29561,-1.37361,0.502853,-1.71537,-1.58166,0.790757,-0.345043,-0.415031,-1.16273,-2.40202,-1.04614,0.505431,0.88509,-2.17316,-0.805443,-0.115502,0.856736,-1.27611,-1.75713,-2.2061,-0.505868,-2.04675,-0.0925254,-1.18872,-1.69894,0.0283612,-1.41768,-1.46966,0.63106,3.18099,-2.48821,-1.03688,0.149446,-0.766561,-2.18952,-0.0801098,-1.52165,0.50264,-1.5298,-1.27739,-1.45672,0.352213,-2.68575
