5707,5710,5717,5718,5719,5721,5725,5730,5732,5735,5738,5739,5742,5749,5750,5952,5960,6582,6665,6691,6804,6818,6832,6884,6904,9856,9861,9882,9899,9925,9972,9991,9997,10025,10041,10081,10171,10270,10282,10288,10437,10454,10463,10584,12020
0.821714,0.629663,0.685792,0.599756,0.730643,0.804064,0.505186,0.744824,0.329127,0.116592,1.07922,-2.89086,0.0328702,0.824935,0.202554,0.70353,0.941863,0.498117,0.474282,0.75065,0.290754,0.852738,0.773769,0.845681,0.849613,0.789017,0.408715,0.818367,0.745799,0.862908,0.770643,-0.834666,0.469793,0.528642,0.812879,0.902262,1.04684,0.530148,0.599168,0.651503,-0.0585907,0.862216,0.974504,0.676658,0.974914
0.896961,0.60849,0.689664,0.615655,0.723677,0.716613,0.296436,0.764311,0.308993,0.0604198,0.930179,-2.86435,0.0975969,0.775412,0.171528,0.787372,0.946905,0.356155,0.480111,0.735767,0.348272,0.891215,0.838033,0.826164,0.881784,0.85777,0.419187,0.775175,0.762734,0.825115,0.729955,-0.784515,0.385764,0.561671,0.782617,0.911769,0.964805,0.548588,0.538197,0.643115,-0.192517,0.869279,0.886749,0.698719,0.878468
0.824238,0.640752,0.702167,0.607995,0.739388,0.791435,0.475922,0.756763,0.269011,0.193922,0.916509,-2.84322,-0.0469406,0.865649,0.167702,0.762447,0.935222,0.400771,0.490983,0.778784,0.261862,0.893187,0.749498,0.815419,0.855339,0.783119,0.401756,0.806638,0.720661,0.810256,0.769139,-0.765819,0.494401,0.559097,0.778782,0.923681,0.979073,0.580987,0.59351,0.650229,-0.136057,0.932058,0.873513,0.684613,0.875496
0.802085,0.630516,0.709239,0.643747,0.738023,0.798022,0.461854,0.778717,0.220887,0.164947,0.991135,-2.73822,-0.0315502,0.8521,0.174238,0.751511,0.958049,0.398376,0.495635,0.757111,0.265724,0.863918,0.759948,0.799693,0.856952,0.757942,0.385363,0.803191,0.748207,0.79644,0.766281,-0.715862,0.451987,0.554421,0.767771,0.941634,0.970823,0.582926,0.570586,0.645175,-0.136134,0.920443,0.828796,0.711427,0.855009
0.782069,0.581804,0.60945,0.587598,0.755569,0.65437,0.373028,0.871201,0.341866,0.239496,0.864629,-1.7668,0.0599971,0.839614,0.387307,0.630153,0.803875,0.324495,0.706151,0.655956,0.331305,0.665681,0.748131,0.652637,0.838358,0.722222,0.296151,0.752809,0.660746,0.674503,0.803899,0.274837,0.292171,0.650755,0.793318,0.809999,0.761646,0.633075,0.491321,0.728052,0.0357017,0.685759,0.790395,0.733478,0.765772
0.920641,0.584999,0.589847,0.520447,0.771167,0.680133,0.284898,0.843979,0.253191,0.212404,0.842451,-1.54885,0.175989,0.845544,0.427758,0.624433,0.800641,0.45874,0.705216,0.649387,0.380242,0.629818,0.796812,0.705791,0.797673,0.659142,0.322229,0.779481,0.649143,0.63732,0.832523,0.405461,0.362797,0.667575,0.86941,0.826795,0.754529,0.58018,0.479737,0.738329,-0.14396,0.710342,0.784353,0.744407,0.755233
0.832501,0.583791,0.62903,0.516056,0.715001,0.673937,0.303024,0.877405,0.328022,0.244709,0.864693,-1.58663,0.0571386,0.839635,0.497326,0.558441,0.792667,0.450739,0.673956,0.598899,0.385057,0.637655,0.745792,0.621387,0.817183,0.743444,0.292525,0.711325,0.662252,0.624466,0.80745,0.501669,0.270777,0.64976,0.757151,0.80732,0.771688,0.558062,0.511998,0.669398,0.0111384,0.737948,0.748378,0.656574,0.745093
0.833639,0.548587,0.527007,0.559582,0.76002,0.631348,0.335837,0.835944,0.372854,0.225713,0.80603,-1.28896,0.0715858,0.909652,0.467534,0.548161,0.76316,0.403754,0.739305,0.608044,0.377707,0.598672,0.781241,0.624916,0.897716,0.604978,0.293177,0.742245,0.602575,0.618114,0.811061,0.589175,0.320728,0.635732,0.801557,0.784688,0.6915,0.637632,0.406342,0.747084,-0.0821413,0.674864,0.716694,0.697744,0.722588
0.867698,0.581472,0.612086,0.509361,0.815788,0.616906,0.244898,0.925929,0.258254,0.264138,0.848476,-1.42196,0.124463,0.816664,0.495959,0.563282,0.791949,0.432153,0.748013,0.578026,0.420988,0.616038,0.774379,0.645752,0.809281,0.660812,0.276437,0.75581,0.692164,0.642919,0.842997,0.696848,0.273577,0.713413,0.839657,0.797349,0.748276,0.573421,0.521041,0.76563,0.0214325,0.656615,0.747,0.725797,0.737646
