mean_temperature,mean_precipitation_sum,mean_precipitation_hours,mean_windspeed_10m_max,mean_radiation_sum,count_highwind,max_consecutive_highwind_days,Densità,Quota,type_rural,type_urban
-1.4155643021892461,-0.6130950293703747,-0.03385416952384171,0.2355456335836693,-0.0006435723871114086,0.07346553960679335,-0.2029286792905296,-0.31493246709485034,-0.11632982308032801,0,1
-0.6640228567419995,2.562416219165585,2.0168393455752467,0.5244685889201819,0.1760223588275169,0.601229098663755,0.6030780536820395,-0.31493246709485034,-0.11632982308032801,0,1
0.441881962011416,-0.19029310841561728,0.3252186389893306,-0.10723382874917513,0.8173391432926862,-0.09348007601327656,-0.2029286792905296,-0.31493246709485034,-0.11632982308032801,0,1
1.4675293077745108,-1.0118314365914989,-0.9897029641353561,0.16954918172237157,1.2520251608759045,0.03576814253129649,0.6030780536820395,-0.31493246709485034,-0.11632982308032801,0,1
0.5432827795738139,1.3289968705177637,0.370039789000095,0.032684835155911,-0.011498493205906356,0.27810855230233567,0.6030780536820395,-0.31493246709485034,-0.11632982308032801,0,1
-0.35304810584765545,0.3581238760112045,-0.0026304470444381486,-0.5411015398138515,-0.8151861410350676,-0.3438984994433692,-1.0089354122630987,-0.31493246709485034,-0.11632982308032801,0,1
-1.5476355956999066,0.6263036358313833,0.370039789000095,-0.10765911344192287,-2.120768366893601,-0.04501199405905805,0.6030780536820395,-0.31493246709485034,-0.11632982308032801,0,1
-0.7259606891584255,-1.233510891640943,-1.1110725950633689,0.49682508389334135,0.4426439451480501,0.4073567708469087,0.6030780536820395,-0.30728997941525316,-0.11632982308032801,0,1
0.10457559740999807,-0.9643922308742763,-1.216326756324595,0.3632470281342545,1.0529541114346084,0.19732841571198112,0.6030780536820395,-0.30728997941525316,-0.11632982308032801,0,1
0.37071543847880944,0.43471842690880685,1.1526472846936067,-0.34214562811017774,0.6206188987355815,-0.3438984994433692,-0.2029286792905296,-0.30728997941525316,-0.11632982308032801,0,1
0.6479664399959577,-0.08528444992697257,-0.3098315875676304,-0.06938349109703644,0.8722954355081868,-0.04501199405905805,-0.2029286792905296,-0.30728997941525316,-0.11632982308032801,0,1
1.172762158691133,-0.5908084858511392,-0.8839451944470402,-0.3639897964180875,0.5688649553700307,-0.3681325404204773,0.6030780536820395,-0.30728997941525316,-0.11632982308032801,0,1
0.3970470521858826,0.2095304472698598,-0.5022100067149404,-0.7808074575291375,-0.7206172011997997,-0.6777897306834835,0.6030780536820395,-0.30728997941525316,-0.11632982308032801,0,1
-1.1943282417751806,-0.7820477838986958,-1.2012185035119782,-0.23988399063323143,-1.636815095504407,-0.2873524038301228,-0.2029286792905296,-0.30728997941525316,-0.11632982308032801,0,1
-1.643297177493549,1.3446616915723069,2.0112996528772857,0.39495006886432193,-0.8713518068614933,0.323883963036886,-0.2029286792905296,-0.3012902694611768,-0.11632982308032801,0,1
-0.5703585289958898,0.3490807774213579,0.339823283374862,0.32845100782074077,0.49915611689672845,0.3588886888926902,-0.2029286792905296,-0.3012902694611768,-0.11632982308032801,0,1
0.5358217730744375,0.07625592870803424,-0.26803208811939105,-0.12641030216642196,0.8277999985528682,-0.26042569163334645,-1.0089354122630987,-0.3012902694611768,-0.11632982308032801,0,1
0.9633948378468656,-0.980699457839571,-0.8084039303839621,-0.16565248063108823,1.1823842647403038,-0.20657226723976824,-1.0089354122630987,-0.3012902694611768,-0.11632982308032801,0,1
1.3649117722291322,-1.1126397487406006,-0.7781874247587292,-0.09142097062894504,0.26054262691796104,-0.2873524038301228,-0.2029286792905296,-0.3012902694611768,-0.11632982308032801,0,1
0.03694444311095805,-0.20101634554128453,0.3252186389893306,0.2403397519379636,-0.9530026435566871,0.24041115522683879,0.6030780536820395,-0.3012902694611768,-0.11632982308032801,0,1
-1.1716008681309065,0.42616948671184635,0.6117718340019506,-0.10417951141054958,-2.1613978848341784,-0.20657226723976824,0.6030780536820395,-0.3012902694611768,-0.11632982308032801,0,1
-1.4241042850131573,1.6081469466600526,2.104970820315506,0.1684279766233779,-0.8826551471090713,0.24041115522683879,0.6030780536820395,-0.2969333372326219,-0.11632982308032801,0,1
-0.8423983044349936,1.9175395164470705,1.6240247724472308,0.2252228142239788,0.24104317599998973,0.3588886888926902,-0.2029286792905296,-0.2969333372326219,-0.11632982308032801,0,1
0.2661006488858982,-1.052747751522606,-1.0486251501045571,0.024604425994207174,1.1621963314670407,-0.010007268203253837,0.6030780536820395,-0.2969333372326219,-0.11632982308032801,0,1
1.203065323550179,0.10150742258459829,-0.49113062131902413,-0.4312621023575422,0.9629305139910223,-0.610472950191542,-1.0089354122630987,-0.2969333372326219,-0.11632982308032801,0,1
0.8697305101007344,-0.0007833647431654666,-0.46091411569379115,-0.3547108576678192,0.5333990550941403,-0.448912677010833,-0.2029286792905296,-0.2969333372326219,-0.11632982308032801,0,1
0.01844114699247658,-0.43233188925203797,-0.5958811741531602,-0.39128534124178677,-0.7365542088780381,-0.26042569163334645,-1.0089354122630987,-0.2969333372326219,-0.11632982308032801,0,1
-1.0214624604202143,1.1258977710408977,1.5031587499462984,-0.4788166634526714,-2.4981201104420445,-0.448912677010833,-0.2029286792905296,-0.2969333372326219,-0.11632982308032801,0,1
-1.0440750493491135,-0.1550596150027239,-0.09630161448265798,0.26550887329806794,-0.16071571999246428,0.24041115522683879,-0.2029286792905296,-0.2978618637731336,-0.11632982308032801,0,1
-0.5001102831862803,-0.850241642117208,-0.46091411569379115,0.5987000989223257,0.696732434908783,0.5204489620734004,1.4090847866546086,-0.2978618637731336,-0.11632982308032801,0,1
0.6240682622548454,-0.012593750333185993,-0.12752533696206153,-0.05210146767467154,0.9053086173933548,-0.09348007601327656,-1.0089354122630987,-0.2978618637731336,-0.11632982308032801,0,1
