"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
"1",0,34.8728379843185,53.5701927022044,10.1455643765608,36.4071339999059,33.2192560116214,39.6125088110069,50.3267636838679,87.9378547943998,63.9573787576379,85.7960366381707,196.943114796798,102.161593079118,21.6210795297672,32.0860974104813,131.562879740166,96.8372448195235,38.0690330623431,36.7440603338104,52.3971197888998,150.585346307471,163.895891794771,180.908135323232,197.008348426976,84.9163654843256,56.4115302089003,62.9504247457039,47.2731689767714,78.60192598304,139.647565158254,64.449757058483,82.3082575451222,47.9427617490587,72.1529747334523,12.6650603250515,203.622477904329,253.317300163913,151.402191854373,43.6072752898645,70.2604236950823,132.868183277219,76.5851465391602,96.9647060264329,70.6953706329168,127.541873634122
"2",34.8728379843185,0,19.669519793895,32.7190244512535,12.1870881237353,35.2940198415787,10.2946838160017,29.0492315486345,69.0248881048696,31.4057575825673,53.8015918409811,167.778398280953,77.9022753803942,17.2436827265847,50.6152224975553,97.9849095312788,63.2174322710092,30.8876588837288,20.1785414660424,39.1681364084341,115.81033386119,129.98476488527,146.111157893889,164.858117766078,50.2582151588739,62.5400692279656,62.9794846328464,12.6855864027305,43.9205113943882,107.287704362552,38.2195497663134,54.3278417884698,57.7314290055446,38.730926200749,45.4872227291464,168.887431839684,219.594474796666,117.719687165978,11.2986548759863,43.2379249847648,104.251468863256,45.7991143780027,65.7214645664963,52.8784956745237,95.6519170615926
"3",53.5701927022044,19.669519793895,0,49.510629509055,27.1965558089836,43.5369349525336,14.7725872852636,37.5639873013015,72.1759388208095,25.1048544026438,34.390010074148,158.5326236633,75.9744712322122,36.8446435277493,69.7132745627208,78.3865924352816,43.5985416289776,46.432148694063,35.1461694586596,36.4971177666208,98.7759737394044,110.507992737906,127.594258180482,145.209173786939,34.8626115194796,66.827065642034,63.8349742958016,12.169815814289,25.3649274047625,87.6421087994965,39.4825066567992,50.7538079125567,64.5677074013904,28.5840538520549,64.8240644781858,150.185002252016,200.072507172021,103.339225129409,10.1737512598117,42.5193714572641,96.7810225801009,27.1926085112108,46.4686729387731,58.6444137682363,76.0851001301613
"4",10.1455643765608,32.7190244512535,49.510629509055,0,37.6190531634054,23.1840052471877,34.8523303687786,53.6241839349856,92.8968900151759,63.6750942998586,79.8276631022659,198.92012600682,105.711243270821,24.2992481925859,42.0504196544841,126.166815905079,91.7176050792027,43.9354286888062,40.1064996650988,43.0839665491961,147.972489739201,158.668733193293,177.03137349266,190.464847068682,82.7540432099734,46.6039708137285,52.8426370236313,45.3946624669215,74.8733907996818,133.409442379442,66.7964667717478,84.3310260200978,38.3846009316789,71.3545469005562,21.9875677751389,199.513973786372,247.745330108991,150.438562196359,39.3369330977728,72.4594526108345,134.954133399784,70.2533414602982,90.5038330243135,75.6283044825846,121.123542521366
"5",36.4071339999059,12.1870881237353,27.1965558089836,37.6190531634054,0,45.7057444179794,22.222414222967,17.6699096113589,58.1021268983922,27.8856257785477,61.2382499369248,161.327792115751,68.724695354917,14.8933362580182,43.5059570096576,102.955083673302,68.6819632172866,19.5515380397143,8.32651189054961,51.3445900918069,115.971787856429,134.215992781915,148.059280529157,170.859421428938,50.5381927673205,73.4263636351034,74.6219747232724,15.7310368525009,47.7072751202312,113.479123591616,29.2976278972877,46.7127955837029,67.902971466513,36.3721512589544,44.4509787009845,171.058948437509,223.762553085939,115.28774379403,21.8971213138044,34.8811144463107,97.3383056278255,54.3876214920507,73.4127459306283,41.4711387344034,102.366317644443
"6",33.2192560116214,35.2940198415787,43.5369349525336,23.1840052471877,45.7057444179794,0,30.3409503847557,63.3756335663873,103.795294869109,64.9893977026499,66.1245952669189,201.283241769813,113.181907456561,38.208678688561,64.3632878393391,112.556211622963,79.664634086021,59.2507161474972,51.6295929479943,21.7097753367417,140.476678238055,144.998418529929,166.248477031878,173.593587513011,78.3233613746405,27.8444260591338,31.1310834754885,45.4843549283195,67.1322815365318,117.717634394402,73.5135006011046,89.2971782078401,22.4407595873068,70.8556961808459,45.0835094445144,188.004130115697,232.719237877793,146.701006845244,34.8569694913327,78.4753452031158,138.454671302717,56.0904253857442,75.1434381103294,87.1317047574452,105.188724153068
"7",39.6125088110069,10.2946838160017,14.7725872852636,34.8523303687786,22.222414222967,30.3409503847557,0,38.051135129007,77.0404641448893,34.7604820454669,46.3751478468336,170.945941093245,84.1500170181315,25.9634296914183,59.6752234659658,91.9541588836028,57.2560354062512,41.1819532344995,30.3904046188543,29.7221488324766,113.541253592886,124.319824585866,142.179139576587,157.725564400899,49.187194853693,55.9700181873169,55.0149472941669,15.490624920207,40.1011645029659,100.238391461222,45.0752787334661,59.6225264869555,52.3643221407827,40.5408781005794,51.4242042101264,164.680853089974,213.705984074183,117.621540020371,4.76374508612497,49.4712953615777,108.186140428232,37.5727517078703,57.8810539484917,61.5392119052354,88.2808628103344
"8",50.3267636838679,29.0492315486345,37.5639873013015,53.6241839349856,17.6699096113589,63.3756335663873,38.051135129007,0,40.4433119166819,23.7427216408029,68.011706217535,146.764135100153,52.1072137865939,29.3894530228906,46.3200286617129,104.465477771579,72.130472867853,17.1368634926081,13.6322651746679,67.7620987240145,110.149685741781,134.019506207128,144.298199872089,173.024927108595,47.8194315815941,91.0804956256282,92.0078292224758,25.7329642596636,50.3027897171189,116.667250228318,14.8327118526998,32.5775043625168,85.5497850336869,31.8002335652119,55.4640409723827,167.385925800822,222.697816410691,105.940526118824,36.2483962380389,20.6175410151672,82.724165810067,63.2607284212212,80.0334690169885,23.8686922691879,106.610215373305
"9",87.9378547943998,69.0248881048696,72.1759388208095,92.8968900151759,58.1021268983922,103.795294869109,77.0404641448893,40.4433119166819,0,48.4070309696168,93.6699059303803,115.453479212186,20.0841847535514,68.7109690601699,72.2670472285845,116.727190155133,91.8012737240612,49.9543090107545,53.1344286518935,106.480706700627,105.38646503586,140.464728933365,142.01068464541,182.768218891536,62.1336828272084,131.433249591511,131.867376679707,62.5066540974863,72.7867805734399,131.342603167829,32.7113201751428,27.7180527616779,125.992967345972,50.3876437544086,89.8567860980631,164.184838914292,223.810558692528,92.3187298284191,74.2717703352085,30.1856262453333,54.7939974915689,92.5522684321646,104.093032248512,17.282864224413,124.080978475103
"10",63.9573787576379,31.4057575825673,25.1048544026438,63.6750942998586,27.8856257785477,64.9893977026499,34.7604820454669,23.7427216408029,48.4070309696168,0,47.0521748846132,136.578668957193,50.8696362823682,42.7161402617459,68.3404779205487,80.7655369342308,49.094169653135,39.6635737409568,31.229096556229,61.411055630068,88.5223458017895,110.333379325892,121.599498399047,149.325713453003,24.2708065019068,90.4980797111374,88.4649788778569,19.5523881497522,27.5026216535332,93.2116715225224,16.9543094163666,25.6651547380403,87.1238634250803,8.67430050579734,72.324501588051,144.682756998087,199.20834755952,87.4698104509569,30.5788463439718,18.2231331793502,73.4654577859697,44.501259197464,58.5464380569083,37.3478803106665,83.5134778519049
