"","Year","Month","mean_temperature","mean_precipitation_sum","mean_precipitation_hours","mean_windspeed_10m_max","mean_radiation_sum","count_highwind","max_consecutive_highwind_days","Station"
"56",2017,10,14.4322580645161,0.119354838709677,0.516129032258065,11.941935483871,11.2129032258065,2.54838709677419,4,5749
"57",2018,4,14.3566666666667,5.08333333333333,5.56666666666667,12.97,16.6683333333333,2.6,1,5749
"58",2018,5,17.1225806451613,7.14838709677419,7.96774193548387,12.4290322580645,18.1751612903226,2.61290322580645,0,5749
"59",2018,6,21.27,3.45,4.16666666666667,12.61,23.22,2.7,1,5749
"60",2018,7,23.7645161290323,4.03225806451613,3.61290322580645,12.7193548387097,22.2629032258065,2.64516129032258,1,5749
"61",2018,8,24.7,2.76774193548387,3.45161290322581,12.6709677419355,19.29,2.67741935483871,2,5749
"62",2018,9,20.1566666666667,1.92333333333333,3.6,10.3033333333333,15.5513333333333,2.3,1,5749
"63",2018,10,15.5451612903226,6.74516129032258,5.64516129032258,15.9032258064516,9.49,2.96774193548387,5,5749
"64",2019,4,12.1933333333333,5.71,8.13333333333333,15.6233333333333,14.928,3,3,5749
"65",2019,5,14.058064516129,4.33225806451613,6.64516129032258,14.7193548387097,17.7096774193548,2.90322580645161,5,5749
"66",2019,6,22.6833333333333,5.69333333333333,3.56666666666667,12.8866666666667,24.0713333333333,2.63333333333333,1,5749
"67",2019,7,24.941935483871,3.27741935483871,2.58064516129032,13.3806451612903,22.5870967741935,2.70967741935484,3,5749
"68",2019,8,23.4290322580645,4.61935483870968,4.61290322580645,13.2935483870968,18.52,2.74193548387097,2,5749
"69",2019,9,19.0166666666667,3.57666666666667,3.23333333333333,12.19,14.6836666666667,2.6,2,5749
"70",2019,10,14.9838709677419,6.19677419354839,6.41935483870968,13.7354838709677,8.77838709677419,2.67741935483871,3,5749
"71",2020,4,13.4433333333333,2.30666666666667,2.46666666666667,11.87,19.7233333333333,2.46666666666667,1,5749
"72",2020,5,17.4548387096774,3.91612903225806,5.19354838709677,15.5677419354839,20.7725806451613,3.03225806451613,2,5749
"73",2020,6,19.8233333333333,6.81666666666667,5.63333333333333,12.6433333333333,21.9486666666667,2.63333333333333,1,5749
"74",2020,7,23.5967741935484,2.09677419354839,2.48387096774194,12.8548387096774,23.2870967741936,2.70967741935484,2,5749
"75",2020,8,23.8032258064516,7.77096774193548,4.16129032258065,12.8483870967742,19.2674193548387,2.70967741935484,2,5749
"76",2020,9,19.07,4.48666666666667,4.56666666666667,11.8733333333333,15.017,2.56666666666667,4,5749
"77",2020,10,12.4290322580645,6.31290322580645,6,12.8064516129032,8.33516129032258,2.54838709677419,2,5749
"78",2021,4,11.31,2.47666666666667,4.4,14.8233333333333,16.5583333333333,2.93333333333333,2,5749
"79",2021,5,15.0935483870968,3.38387096774194,5.45161290322581,16.1354838709677,19.2654838709677,3.16129032258065,2,5749
"80",2021,6,23.2066666666667,0.753333333333333,1.9,14.54,23.7093333333333,2.96666666666667,2,5749
"81",2021,7,22.5709677419355,9.97741935483871,5.25806451612903,13.9516129032258,21.1638709677419,2.90322580645161,1,5749
"82",2021,8,22.1354838709677,3.08387096774194,3.54838709677419,12.1806451612903,19.7087096774194,2.58064516129032,2,5749
"83",2021,9,19.8733333333333,4.14,3.96666666666667,10.9833333333333,14.3196666666667,2.4,1,5749
"84",2021,10,12.4064516129032,2.54516129032258,2.90322580645161,11.541935483871,9.6241935483871,2.48387096774194,4,5749
"85",2022,4,12.42,1.82333333333333,2.93333333333333,14.7166666666667,18.348,2.93333333333333,2,5749
"86",2022,5,19.341935483871,3.10322580645161,3.87096774193548,14.7806451612903,21.1938709677419,2.96774193548387,1,5749
"87",2022,6,24.12,3.24,2.8,15.8866666666667,23.7133333333333,3.1,2,5749
"88",2022,7,27.6258064516129,1.41290322580645,1.38709677419355,16.7645161290323,24.2222580645161,3.16129032258065,2,5749
"89",2022,8,25.0967741935484,2.29677419354839,2.09677419354839,14.158064516129,20.5541935483871,2.83870967741935,1,5749
"90",2022,9,18.9266666666667,4.14666666666667,3.73333333333333,13.7966666666667,14.6396666666667,2.83333333333333,1,5749
"91",2022,10,16.3258064516129,4.48064516129032,3.41935483870968,10.2064516129032,9.60064516129032,2.38709677419355,2,5749
"92",2010,4,11.2333333333333,2.50666666666667,4.53333333333333,9.81666666666667,18.2033333333333,2.26666666666667,1,5735
"93",2010,5,14.9322580645161,5.65806451612903,6.7741935483871,10.7612903225806,19.4603225806452,2.45161290322581,1,5735
"94",2010,6,19.79,3.86333333333333,4.36666666666667,10.3866666666667,21.6213333333333,2.26666666666667,0,5735
"95",2010,7,24.0161290322581,1.93870967741935,2.87096774193548,9.98387096774194,23.5822580645161,2.35483870967742,0,5735
"96",2010,8,20.3451612903226,6.77096774193548,4.64516129032258,9.61935483870968,18.1254838709677,2.25806451612903,1,5735
"97",2010,9,16.4433333333333,6.89666666666667,5.43333333333333,8.23,13.855,2.03333333333333,1,5735
"98",2010,10,11.0967741935484,5.07741935483871,4.19354838709677,8.93548387096774,8.19548387096774,2.06451612903226,1,5735
"99",2011,4,14.1833333333333,0.533333333333333,1.5,9.78333333333333,19.949,2.33333333333333,0,5735
"100",2011,5,17.9870967741935,1.37096774193548,1.87096774193548,10.8322580645161,22.9848387096774,2.25806451612903,2,5735
"101",2011,6,19.42,4.74,6.4,8.56666666666667,20.707,2.03333333333333,0,5735
"102",2011,7,20.5516129032258,4.00645161290323,4.93548387096774,10.2516129032258,22.1841935483871,2.35483870967742,1,5735
"103",2011,8,22.9193548387097,1.90322580645161,1.93548387096774,7.93548387096774,20.5706451612903,2.06451612903226,0,5735
"104",2011,9,19.6833333333333,4.14333333333333,2.93333333333333,7.46,14.689,1.96666666666667,0,5735
"105",2011,10,12.6129032258065,2.7,2.61290322580645,8.63548387096774,10.6387096774194,2.12903225806452,1,5735
"106",2012,4,10.47,5.39666666666667,8.8,11.3633333333333,14.3213333333333,2.4,1,5735
"107",2012,5,15.3903225806452,4.58064516129032,5,10.7161290322581,20.6696774193548,2.38709677419355,1,5735
"108",2012,6,20.3766666666667,3.26,2.9,9.27333333333333,22.345,2.2,0,5735
"109",2012,7,22.8161290322581,1.90322580645161,2.87096774193548,9.51290322580645,23.3890322580645,2.2258064516129,0,5735
"110",2012,8,23.8741935483871,2.07096774193548,2.35483870967742,9.51935483870968,19.561935483871,2.25806451612903,0,5735
"111",2012,9,18.0866666666667,4.86666666666667,5.46666666666667,8.64666666666667,13.3616666666667,2.06666666666667,0,5735
"112",2012,10,12.9387096774194,3.89354838709677,5.32258064516129,8.84838709677419,8.25483870967742,2.16129032258065,0,5735
"113",2013,4,11.6666666666667,5.25333333333333,7.66666666666667,9.38333333333333,14.1416666666667,2.2,0,5735
"114",2013,5,14.0161290322581,6.79677419354839,7.7741935483871,10.6258064516129,19.1554838709677,2.35483870967742,1,5735
"115",2013,6,19.0133333333333,2.83,3.46666666666667,9.27,23.5853333333333,2.13333333333333,0,5735
"116",2013,7,23.4516129032258,1.75806451612903,2.16129032258065,9.09354838709677,22.8509677419355,2.16129032258065,1,5735
"117",2013,8,22.4161290322581,4.90967741935484,2.7741935483871,9.08709677419355,20.1487096774194,2.09677419354839,0,5735
"118",2013,9,17.8933333333333,1.9,3.3,9.26,15.0073333333333,2.13333333333333,0,5735
"119",2013,10,13.7096774193548,5.7741935483871,6.90322580645161,8.6,6.6058064516129,2,0,5735
"120",2014,4,12.9166666666667,3.10666666666667,4.53333333333333,10.7266666666667,17.835,2.43333333333333,1,5735
"121",2014,5,15.5258064516129,1.88387096774194,2.93548387096774,10.1677419354839,21.8096774193548,2.32258064516129,0,5735
"122",2014,6,20.8366666666667,2.91666666666667,3.33333333333333,9.66333333333333,22.4683333333333,2.23333333333333,0,5735
"123",2014,7,20.3741935483871,7.73548387096774,7,8.9258064516129,20.0754838709677,2.19354838709677,0,5735
"124",2014,8,19.4451612903226,5.45806451612903,7.64516129032258,8.52258064516129,16.8745161290323,2.12903225806452,0,5735
"125",2014,9,17.5733333333333,1.85,3.23333333333333,8.74,15.2923333333333,2.13333333333333,1,5735
"126",2014,10,14.541935483871,4.64838709677419,4.16129032258065,8.59677419354839,8.74129032258065,2.06451612903226,2,5735
"127",2015,4,12.3033333333333,1.70666666666667,3.36666666666667,11.9766666666667,19.2023333333333,2.53333333333333,2,5735
"128",2015,5,16.8935483870968,3.63870967741935,5.16129032258065,10.2258064516129,19.978064516129,2.29032258064516,1,5735
"129",2015,6,20.8066666666667,2.93,4.43333333333333,10.1366666666667,22.692,2.33333333333333,1,5735
"130",2015,7,25.9129032258065,1.02258064516129,2.54838709677419,10.7870967741935,22.5048387096774,2.48387096774194,0,5735
"131",2015,8,23.1741935483871,2.53870967741935,2.90322580645161,8.79354838709677,18.9087096774194,2.12903225806452,0,5735
"132",2015,9,17.1066666666667,4.35,3.46666666666667,9.98333333333333,13.076,2.23333333333333,0,5735
"133",2015,10,12.4451612903226,4.84838709677419,5.90322580645161,8.3,8.83,2.03225806451613,1,5735
"134",2016,4,12.6133333333333,1.91333333333333,3.5,10.5266666666667,18.1006666666667,2.36666666666667,1,5735
"135",2016,5,14.9290322580645,6.00645161290323,6.64516129032258,10.3838709677419,20.0787096774194,2.51612903225806,1,5735
"136",2016,6,19.2033333333333,4.88,6.03333333333333,8.61666666666667,22.3843333333333,2.06666666666667,0,5735
"137",2016,7,22.7516129032258,1.83225806451613,2.54838709677419,9.16774193548387,22.818064516129,2.09677419354839,0,5735
"138",2016,8,21.6516129032258,3.88387096774194,3.61290322580645,8.34193548387097,20.3632258064516,2.12903225806452,0,5735
"139",2016,9,19.6366666666667,1.84333333333333,2.2,8.78666666666667,15.6563333333333,2.13333333333333,1,5735
"140",2016,10,11.9774193548387,3.16451612903226,5.45161290322581,8.57096774193548,8.26129032258065,2.09677419354839,1,5735
"141",2017,4,12.8166666666667,3.89666666666667,4.46666666666667,13.0533333333333,18.27,2.7,1,5735
"142",2017,5,16.8451612903226,4.80322580645161,5.35483870967742,11.8161290322581,20.3341935483871,2.61290322580645,1,5735
"143",2017,6,22.0133333333333,11.22,5.33333333333333,12,22.9343333333333,2.56666666666667,1,5735
"144",2017,7,22.6838709677419,4.39677419354839,3.74193548387097,10.6741935483871,23.2477419354839,2.38709677419355,1,5735
"145",2017,8,23.5064516129032,4.06451612903226,2.64516129032258,11.0290322580645,20.518064516129,2.45161290322581,0,5735
"146",2017,9,16.5566666666667,8.07,5.13333333333333,10.2366666666667,13.4053333333333,2.4,1,5735
"147",2017,10,14.1612903225806,0.283870967741935,0.806451612903226,10.2387096774194,11.2422580645161,2.38709677419355,1,5735
"148",2018,4,14.2933333333333,6.57666666666667,6.4,11.4966666666667,16.7503333333333,2.5,1,5735
"149",2018,5,17.0193548387097,7.8741935483871,8.7741935483871,10.8193548387097,17.6716129032258,2.45161290322581,1,5735
"150",2018,6,20.89,4.30333333333333,5.43333333333333,10.7333333333333,22.9393333333333,2.26666666666667,0,5735
"151",2018,7,22.9774193548387,5.81290322580645,4.54838709677419,10.1,21.9716129032258,2.35483870967742,0,5735
"152",2018,8,23.6096774193548,3.64516129032258,3.90322580645161,10.0645161290323,19.2654838709677,2.25806451612903,0,5735
"153",2018,9,19.7033333333333,3.08333333333333,4.53333333333333,8.78333333333333,15.1913333333333,2.13333333333333,1,5735
"154",2018,10,15.3161290322581,7.12903225806452,5.74193548387097,14.0258064516129,9.43451612903226,2.7741935483871,4,5735
"155",2019,4,11.9933333333333,6.47666666666667,8.63333333333333,12.8933333333333,14.781,2.66666666666667,2,5735
"156",2019,5,13.6677419354839,4.53548387096774,8.06451612903226,11.7064516129032,17.1538709677419,2.48387096774194,1,5735
"157",2019,6,22.5133333333333,6,4.43333333333333,11.0466666666667,23.927,2.46666666666667,1,5735
"158",2019,7,24.0032258064516,4.2,3.51612903225806,10.5387096774194,22.3451612903226,2.38709677419355,1,5735
"159",2019,8,22.9903225806452,8.80645161290323,6.03225806451613,10.8451612903226,18.4270967741935,2.35483870967742,1,5735
"160",2019,9,18.67,4.94666666666667,4.4,9.84666666666667,14.189,2.3,2,5735
"161",2019,10,14.958064516129,7.37741935483871,7.29032258064516,10.7645161290323,8.81967741935484,2.45161290322581,2,5735
"162",2020,4,13.19,2.88,2.93333333333333,10.5066666666667,19.6526666666667,2.3,1,5735
"163",2020,5,17,4.85806451612903,6.54838709677419,12.958064516129,20.4941935483871,2.70967741935484,1,5735
"164",2020,6,19.5033333333333,8.69666666666667,7.03333333333333,11.3466666666667,21.8106666666667,2.53333333333333,1,5735
"165",2020,7,22.7,3.55161290322581,4.25806451612903,10.7741935483871,22.8277419354839,2.41935483870968,1,5735
"166",2020,8,22.9838709677419,9.91612903225806,5.51612903225806,11,19.0035483870968,2.54838709677419,2,5735
"167",2020,9,18.8633333333333,4.6,5.4,9.95666666666667,14.8826666666667,2.16666666666667,1,5735
"168",2020,10,12.4032258064516,8.54838709677419,6.64516129032258,11.7193548387097,8.43258064516129,2.48387096774194,4,5735
"169",2021,4,10.6333333333333,3.39666666666667,5.56666666666667,12.0166666666667,16.619,2.5,2,5735
"170",2021,5,14.7,4.9,5.87096774193548,12.5290322580645,19.4506451612903,2.58064516129032,1,5735
"171",2021,6,22.3866666666667,1.64333333333333,2.86666666666667,10.7566666666667,23.6213333333333,2.36666666666667,0,5735
"172",2021,7,22.4290322580645,14.7838709677419,6.16129032258065,11.7548387096774,21.0741935483871,2.61290322580645,0,5735
"173",2021,8,21.8322580645161,5.94516129032258,5.03225806451613,10.4645161290323,19.3345161290323,2.35483870967742,1,5735
"174",2021,9,19.53,5.30333333333333,4.46666666666667,9.14,14.191,2.13333333333333,1,5735
"175",2021,10,12.6290322580645,2.70645161290323,3.12903225806452,10.0290322580645,9.47387096774194,2.2258064516129,3,5735
"176",2022,4,11.5533333333333,2.76666666666667,3.6,12.8633333333333,17.7743333333333,2.76666666666667,2,5735
"177",2022,5,18.5903225806452,4.77741935483871,5.54838709677419,11.8741935483871,21.2561290322581,2.58064516129032,1,5735
"178",2022,6,23.1033333333333,5.69666666666667,3,12.92,23.7066666666667,2.66666666666667,2,5735
"179",2022,7,26.6193548387097,2.22903225806452,1.80645161290323,13.458064516129,24.3622580645161,2.80645161290323,1,5735
"180",2022,8,24.3516129032258,4.56451612903226,3.19354838709677,12.3096774193548,20.6248387096774,2.64516129032258,2,5735
"181",2022,9,18.15,5.98,5.5,11.2133333333333,14.6866666666667,2.5,0,5735
"182",2022,10,16.5322580645161,4.49354838709677,3.7741935483871,9.46129032258064,9.96935483870968,2.19354838709677,0,5735
"183",2010,4,12.73,3.04666666666667,4.16666666666667,11.4366666666667,18.815,2.53333333333333,2,5738
"184",2010,5,16.3290322580645,6.96774193548387,6.67741935483871,11.9451612903226,19.7506451612903,2.64516129032258,2,5738
"185",2010,6,21.3933333333333,3.70333333333333,4.1,11.1133333333333,22.2643333333333,2.4,0,5738
"186",2010,7,25.4903225806452,1.28709677419355,1.74193548387097,11.4193548387097,24.2474193548387,2.51612903225806,1,5738
"187",2010,8,22.0225806451613,6.1741935483871,3.93548387096774,11.3870967741935,18.3645161290323,2.61290322580645,2,5738
"188",2010,9,17.8633333333333,4.76,4.66666666666667,10.42,14.3573333333333,2.4,1,5738
"189",2010,10,12.0096774193548,5.31612903225806,4.29032258064516,11.7516129032258,8.36354838709677,2.51612903225806,2,5738
"190",2011,4,15.2466666666667,0.246666666666667,0.7,12.3933333333333,20.684,2.6,2,5738
"191",2011,5,19.5354838709677,1.38709677419355,2,12.8645161290323,23.8216129032258,2.70967741935484,2,5738
"192",2011,6,21.2766666666667,4.09666666666667,6.2,9.49333333333333,21.4636666666667,2.3,0,5738
"193",2011,7,22.5387096774194,1.9258064516129,3.06451612903226,11.5387096774194,22.5864516129032,2.54838709677419,1,5738
"194",2011,8,25.3225806451613,0.851612903225806,1.25806451612903,9.2741935483871,21.4432258064516,2.2258064516129,1,5738
"195",2011,9,21.5766666666667,2.64333333333333,2.4,8.82,15.1213333333333,2.06666666666667,0,5738
"196",2011,10,13.8677419354839,2.27741935483871,2,11.4806451612903,10.8229032258065,2.48387096774194,2,5738
"197",2012,4,12.0566666666667,4.31,7.06666666666667,13.6266666666667,14.6936666666667,2.8,1,5738
"198",2012,5,17.0903225806452,3.18709677419355,3.64516129032258,12.5709677419355,20.9493548387097,2.58064516129032,1,5738
"199",2012,6,22.7233333333333,1.5,2.03333333333333,11.0666666666667,22.8276666666667,2.36666666666667,0,5738
"200",2012,7,25.2677419354839,1.01935483870968,1.67741935483871,12.0322580645161,23.8583870967742,2.64516129032258,1,5738
"201",2012,8,26.6806451612903,1.35161290322581,1.67741935483871,11.6096774193548,20.3612903225806,2.48387096774194,1,5738
"202",2012,9,19.2333333333333,4.28333333333333,5.53333333333333,10.95,13.6536666666667,2.4,1,5738
"203",2012,10,14.1645161290323,3.74193548387097,5.09677419354839,10.4645161290323,8.07322580645161,2.29032258064516,1,5738
"204",2013,4,13.0466666666667,5.75333333333333,7.76666666666667,11.7333333333333,14.586,2.43333333333333,1,5738
"205",2013,5,15.4870967741935,5.82903225806452,6.87096774193548,11.8774193548387,19.8070967741935,2.61290322580645,2,5738
"206",2013,6,20.4366666666667,1.99333333333333,2.5,10.2066666666667,24.27,2.26666666666667,0,5738
"207",2013,7,25.0064516129032,1.3741935483871,1.54838709677419,10.3516129032258,23.9658064516129,2.35483870967742,1,5738
"208",2013,8,24.1161290322581,3.46129032258065,2.35483870967742,10.5129032258065,20.8683870967742,2.25806451612903,1,5738
"209",2013,9,19.7766666666667,1.51333333333333,2.16666666666667,10.46,14.9876666666667,2.4,1,5738
"210",2013,10,14.9387096774194,4.51612903225806,7.06451612903226,11.2354838709677,6.71193548387097,2.45161290322581,2,5738
"211",2014,4,14.3266666666667,3.04,4.33333333333333,12.5066666666667,17.5853333333333,2.6,1,5738
"212",2014,5,17.0032258064516,1.48387096774194,2.45161290322581,11.9903225806452,22.2825806451613,2.61290322580645,1,5738
"213",2014,6,22.49,2.71333333333333,2.93333333333333,10.8666666666667,23.1086666666667,2.4,0,5738
"214",2014,7,22.0516129032258,5.36774193548387,5.51612903225806,9.81290322580645,20.8187096774194,2.29032258064516,0,5738
"215",2014,8,21.1967741935484,3.76774193548387,5.61290322580645,9.71935483870968,17.478064516129,2.29032258064516,0,5738
"216",2014,9,19.2033333333333,1.42333333333333,3,10.58,15.1503333333333,2.46666666666667,1,5738
"217",2014,10,15.5774193548387,3.2741935483871,4.19354838709677,10.7354838709677,8.72258064516129,2.38709677419355,2,5738
"218",2015,4,13.4766666666667,1.74,3.2,13.9333333333333,19.3346666666667,2.93333333333333,2,5738
"219",2015,5,18.2870967741935,3.43225806451613,4.70967741935484,11.9483870967742,20.6264516129032,2.67741935483871,1,5738
"220",2015,6,22.51,2.13,3.43333333333333,11.5,23.3003333333333,2.46666666666667,1,5738
"221",2015,7,27.9451612903226,0.693548387096774,1.45161290322581,11.358064516129,23.3703225806452,2.48387096774194,1,5738
"222",2015,8,24.7903225806452,2.27096774193548,2.93548387096774,9.83225806451613,19.2432258064516,2.41935483870968,1,5738
"223",2015,9,18.9766666666667,3.09,2.53333333333333,12.75,13.896,2.66666666666667,1,5738
"224",2015,10,13.6709677419355,4.11935483870968,5.70967741935484,10.2,8.71870967741935,2.32258064516129,1,5738
"225",2016,4,14.08,1.49666666666667,2.66666666666667,12.46,18.5986666666667,2.7,1,5738
"226",2016,5,16.4548387096774,4.80322580645161,6,12.4032258064516,20.4412903225806,2.64516129032258,1,5738
"227",2016,6,21.07,4.16666666666667,4.96666666666667,9.95333333333333,23.083,2.36666666666667,1,5738
"228",2016,7,24.7161290322581,1.45161290322581,2.03225806451613,10.8387096774194,23.5596774193548,2.38709677419355,1,5738
"229",2016,8,23.6935483870968,3.01935483870968,2.87096774193548,10.3967741935484,21.1848387096774,2.29032258064516,0,5738
"230",2016,9,21.39,2.04333333333333,1.66666666666667,10.3233333333333,16.2123333333333,2.33333333333333,1,5738
"231",2016,10,13,3.41935483870968,5,11.0096774193548,8.2241935483871,2.35483870967742,2,5738
"232",2017,4,14.0933333333333,1.81,3.46666666666667,14.9366666666667,18.681,3,2,5738
"233",2017,5,18.3129032258065,3.45161290322581,4.35483870967742,13.4258064516129,21.1138709677419,2.67741935483871,1,5738
"234",2017,6,24.1566666666667,4.17666666666667,3.8,15.4233333333333,23.3803333333333,3.1,2,5738
"235",2017,7,24.8225806451613,2.09032258064516,1.87096774193548,13.9483870967742,23.6532258064516,2.83870967741935,1,5738
"236",2017,8,25.9774193548387,1.27741935483871,1.38709677419355,13.258064516129,21.1412903225806,2.83870967741935,1,5738
"237",2017,9,17.8,4.64666666666667,4.76666666666667,12.4633333333333,14.2796666666667,2.56666666666667,1,5738
"238",2017,10,14.7161290322581,0.383870967741935,1.19354838709677,11.6225806451613,10.8867741935484,2.41935483870968,2,5738
"239",2018,4,14.9566666666667,3.30333333333333,4.66666666666667,13.07,17.6646666666667,2.7,2,5738
"240",2018,5,17.9677419354839,6.62258064516129,7.58064516129032,12.2161290322581,18.3970967741935,2.54838709677419,1,5738
"241",2018,6,22.2966666666667,2.17,3,12.38,23.9153333333333,2.66666666666667,1,5738
"242",2018,7,24.8387096774194,3.65161290322581,3.51612903225806,12.5258064516129,22.3829032258065,2.61290322580645,0,5738
