"Count_180","idSensore","Year","Month"
0,5742,2013,4
0,5742,2013,5
NA,5742,2013,6
5,5742,2013,7
2,5742,2013,8
0,5742,2013,9
0,5742,2013,10
0,5742,2014,4
NA,5742,2014,5
3,5742,2014,6
2,5742,2014,7
0,5742,2014,8
0,5742,2014,9
NA,5742,2014,10
NA,5742,2015,4
0,5742,2015,5
2,5742,2015,6
NA,5742,2015,7
0,5742,2015,8
0,5742,2015,9
NA,5742,2015,10
0,5742,2016,4
0,5742,2016,5
2,5742,2016,6
1,5742,2016,7
0,5742,2016,8
0,5742,2016,9
0,5742,2016,10
0,5742,2017,4
2,5742,2017,5
7,5742,2017,6
2,5742,2017,7
0,5742,2017,8
0,5742,2017,9
0,5742,2017,10
NA,5742,2018,4
0,5742,2018,5
3,5742,2018,6
7,5742,2018,7
1,5742,2018,8
0,5742,2018,9
0,5742,2018,10
0,5742,2019,4
0,5742,2019,5
1,5742,2019,6
1,5742,2019,7
0,5742,2019,8
0,5742,2019,9
0,5742,2019,10
0,5742,2020,4
0,5742,2020,5
0,5742,2020,6
1,5742,2020,7
0,5742,2020,8
0,5742,2020,9
0,5742,2020,10
0,5742,2021,4
0,5742,2021,5
0,5742,2021,6
0,5742,2021,7
0,5742,2021,8
0,5742,2021,9
0,5742,2021,10
0,5742,2022,4
0,5742,2022,5
0,5742,2022,6
4,5742,2022,7
0,5742,2022,8
0,5742,2022,9
0,5742,2022,10
0,5749,2010,4
0,5749,2010,5
8,5749,2010,6
13,5749,2010,7
1,5749,2010,8
0,5749,2010,9
0,5749,2010,10
0,5749,2011,4
2,5749,2011,5
4,5749,2011,6
2,5749,2011,7
5,5749,2011,8
1,5749,2011,9
0,5749,2011,10
0,5749,2012,4
1,5749,2012,5
3,5749,2012,6
4,5749,2012,7
12,5749,2012,8
2,5749,2012,9
0,5749,2012,10
0,5749,2013,4
0,5749,2013,5
5,5749,2013,6
11,5749,2013,7
6,5749,2013,8
0,5749,2013,9
0,5749,2013,10
0,5749,2014,4
0,5749,2014,5
6,5749,2014,6
4,5749,2014,7
0,5749,2014,8
0,5749,2014,9
0,5749,2014,10
0,5749,2015,4
1,5749,2015,5
9,5749,2015,6
20,5749,2015,7
10,5749,2015,8
0,5749,2015,9
0,5749,2015,10
0,5749,2016,4
1,5749,2016,5
5,5749,2016,6
9,5749,2016,7
4,5749,2016,8
5,5749,2016,9
0,5749,2016,10
0,5749,2017,4
1,5749,2017,5
9,5749,2017,6
7,5749,2017,7
9,5749,2017,8
0,5749,2017,9
0,5749,2017,10
0,5749,2018,4
0,5749,2018,5
6,5749,2018,6
9,5749,2018,7
8,5749,2018,8
1,5749,2018,9
0,5749,2018,10
0,5749,2019,4
0,5749,2019,5
7,5749,2019,6
6,5749,2019,7
1,5749,2019,8
1,5749,2019,9
0,5749,2019,10
0,5749,2020,4
0,5749,2020,5
0,5749,2020,6
5,5749,2020,7
4,5749,2020,8
1,5749,2020,9
0,5749,2020,10
0,5749,2021,4
0,5749,2021,5
1,5749,2021,6
2,5749,2021,7
6,5749,2021,8
2,5749,2021,9
0,5749,2021,10
0,5749,2022,4
0,5749,2022,5
6,5749,2022,6
10,5749,2022,7
4,5749,2022,8
0,5749,2022,9
0,5749,2022,10
0,5750,2010,4
0,5750,2010,5
6,5750,2010,6
12,5750,2010,7
0,5750,2010,8
0,5750,2010,9
0,5750,2010,10
NA,5750,2011,4
1,5750,2011,5
3,5750,2011,6
2,5750,2011,7
4,5750,2011,8
1,5750,2011,9
0,5750,2011,10
0,5750,2012,4
1,5750,2012,5
5,5750,2012,6
3,5750,2012,7
7,5750,2012,8
0,5750,2012,9
0,5750,2012,10
0,5750,2013,4
0,5750,2013,5
4,5750,2013,6
10,5750,2013,7
5,5750,2013,8
1,5750,2013,9
0,5750,2013,10
0,5750,2014,4
0,5750,2014,5
4,5750,2014,6
1,5750,2014,7
0,5750,2014,8
0,5750,2014,9
0,5750,2014,10
0,5750,2015,4
1,5750,2015,5
8,5750,2015,6
19,5750,2015,7
7,5750,2015,8
0,5750,2015,9
0,5750,2015,10
0,5750,2016,4
1,5750,2016,5
5,5750,2016,6
9,5750,2016,7
4,5750,2016,8
1,5750,2016,9
0,5750,2016,10
0,5750,2017,4
3,5750,2017,5
9,5750,2017,6
9,5750,2017,7
8,5750,2017,8
0,5750,2017,9
0,5750,2017,10
0,5750,2018,4
0,5750,2018,5
2,5750,2018,6
8,5750,2018,7
4,5750,2018,8
0,5750,2018,9
0,5750,2018,10
0,5750,2019,4
0,5750,2019,5
6,5750,2019,6
8,5750,2019,7
1,5750,2019,8
1,5750,2019,9
0,5750,2019,10
0,5750,2020,4
0,5750,2020,5
0,5750,2020,6
3,5750,2020,7
2,5750,2020,8
0,5750,2020,9
0,5750,2020,10
0,5750,2021,4
0,5750,2021,5
0,5750,2021,6
1,5750,2021,7
0,5750,2021,8
0,5750,2021,9
0,5750,2021,10
0,5750,2022,4
0,5750,2022,5
1,5750,2022,6
7,5750,2022,7
2,5750,2022,8
0,5750,2022,9
0,5750,2022,10
0,5952,2010,4
0,5952,2010,5
0,5952,2010,6
NA,5952,2010,7
0,5952,2010,8
0,5952,2010,9
0,5952,2010,10
NA,5952,2011,4
3,5952,2011,5
1,5952,2011,6
0,5952,2011,7
0,5952,2011,8
0,5952,2011,9
0,5952,2011,10
