"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"23","Femmine","4","2","2","8","2","5","7","7","2","2","2","3","4","2","3","4","1","1"
"23","Totale","8","6","5","12","6","14","14","13","7","9","8","8","8","12","9","8","5","3"
"24","Maschi","9","4","4","3","4","5","9","6","5","5","6","6","5","4","11","6","4","4"
"24","Femmine","6","5","3","3","8","2","4","6","5","1","3","2","3","5","3","3","4","3"
"24","Totale","15","9","7","6","12","7","13","12","10","6","9","8","8","9","14","9","8","7"
"25","Maschi","3","8","5","5","3","4","4","8","5","3","5","6","8","5","4","10","6","4"
"25","Femmine","7","6","6","2","2","8","2","3","6","6","1","4","2","3","5","3","3","3"
"25","Totale","10","14","11","7","5","12","6","11","11","9","6","10","10","8","9","13","9","7"
"26","Maschi","11","3","7","6","6","3","4","4","8","5","3","5","4","8","5","3","9","9"
"26","Femmine","3","4","5","6","2","1","6","2","4","8","6","2","5","3","3","5","3","3"
"26","Totale","14","7","12","12","8","4","10","6","12","13","9","7","9","11","8","8","12","12"
"27","Maschi","6","12","4","7","7","7","4","4","5","6","5","5","5","4","6","5","4","8"
"27","Femmine","8","5","5","5","10","3","2","7","3","3","7","6","2","4","3","3","7","3"
"27","Totale","14","17","9","12","17","10","6","11","8","9","12","11","7","8","9","8","11","11"
"28","Maschi","8","6","11","4","9","8","7","7","4","6","7","6","5","5","3","5","5","3"
"28","Femmine","9","12","7","8","8","10","2","4","6","3","3","6","6","2","2","3","3","8"
"28","Totale","17","18","18","12","17","18","9","11","10","9","10","12","11","7","5","8","8","11"
"29","Maschi","11","7","8","10","5","9","8","7","7","6","4","8","6","5","6","3","5","5"
"29","Femmine","6","9","14","7","9","8","12","3","5","4","3","3","7","6","2","2","3","6"
"29","Totale","17","16","22","17","14","17","20","10","12","10","7","11","13","11","8","5","8","11"
"30","Maschi","12","11","7","8","10","7","9","9","7","7","5","4","9","6","5","5","2","5"
"30","Femmine","6","9","8","16","8","12","11","12","4","3","5","3","3","4","6","2","3","3"
"30","Totale","18","20","15","24","18","19","20","21","11","10","10","7","12","10","11","7","5","8"
"31","Maschi","9","10","9","7","10","11","10","9","9","7","6","5","5","9","4","5","5","2"
"31","Femmine","10","6","9","9","15","8","13","11","10","3","3","7","4","3","4","6","2","3"
"31","Totale","19","16","18","16","25","19","23","20","19","10","9","12","9","12","8","11","7","5"
"32","Maschi","10","10","13","12","9","10","10","11","12","7","6","7","6","6","9","4","5","5"
"32","Femmine","9","10","5","8","10","13","5","12","11","8","4","3","7","2","4","4","6","2"
"32","Totale","19","20","18","20","19","23","15","23","23","15","10","10","13","8","13","8","11","7"
"33","Maschi","8","12","10","13","14","8","9","11","7","10","6","6","7","6","6","7","4","5"
"33","Femmine","7","7","10","5","9","7","13","4","10","10","6","4","4","7","2","4","5","6"
"33","Totale","15","19","20","18","23","15","22","15","17","20","12","10","11","13","8","11","9","11"
"34","Maschi","5","10","13","12","14","14","9","8","11","3","8","5","6","8","5","6","7","5"
"34","Femmine","10","10","5","12","4","8","8","13","5","10","10","6","3","4","6","1","3","5"
"34","Totale","15","20","18","24","18","22","17","21","16","13","18","11","9","12","11","7","10","10"
"35","Maschi","4","5","10","11","11","12","10","9","7","9","4","9","6","6","8","6","5","7"
"35","Femmine","10","10","12","7","12","4","6","9","13","5","9","8","6","3","4","6","1","3"
"35","Totale","14","15","22","18","23","16","16","18","20","14","13","17","12","9","12","12","6","10"
"36","Maschi","5","5","6","10","10","9","12","7","9","9","10","5","9","6","6","8","6","5"
"36","Femmine","10","10","13","12","6","12","3","4","9","12","5","9","9","6","3","4","6","1"
"36","Totale","15","15","19","22","16","21","15","11","18","21","15","14","18","12","9","12","12","6"
"37","Maschi","10","5","5","7","11","9","9","13","7","7","10","9","6","7","6","5","8","7"
"37","Femmine","11","9","10","13","12","7","13","3","4","8","11","5","10","9","6","3","4","6"
"37","Totale","21","14","15","20","23","16","22","16","11","15","21","14","16","16","12","8","12","13"
"38","Maschi","11","10","5","6","7","10","8","9","12","8","7","10","9","5","6","7","5","8"
"38","Femmine","5","10","9","10","12","12","6","14","2","6","8","11","8","10","7","5","3","4"
"38","Totale","16","20","14","16","19","22","14","23","14","14","15","21","17","15","13","12","8","12"
"39","Maschi","13","11","8","6","7","9","9","8","9","14","9","8","11","9","5","6","7","5"
"39","Femmine","10","5","14","8","11","9","13","7","14","4","7","8","11","8","11","6","5","3"
"39","Totale","23","16","22","14","18","18","22","15","23","18","16","16","22","17","16","12","12","8"
"40","Maschi","6","14","10","8","6","5","8","9","8","9","13","9","8","9","9","5","6","6"
"40","Femmine","7","11","5","13","9","11","9","13","6","15","3","6","8","13","8","11","7","7"
"40","Totale","13","25","15","21","15","16","17","22","14","24","16","15","16","22","17","16","13","13"
"41","Maschi","8","5","15","10","8","7","6","7","9","8","9","13","10","8","9","9","5","6"
"41","Femmine","8","6","12","5","14","8","10","9","13","6","15","3","6","8","13","8","11","11"
"41","Totale","16","11","27","15","22","15","16","16","22","14","24","16","16","16","22","17","16","17"
"42","Maschi","6","8","6","15","9","8","6","6","6","9","8","10","13","11","9","10","10","5"
"42","Femmine","4","8","6","13","4","15","9","11","10","13","6","15","3","7","8","14","8","10"
"42","Totale","10","16","12","28","13","23","15","17","16","22","14","25","16","18","17","24","18","15"
"43","Maschi","8","7","8","6","14","9","8","6","6","7","10","9","10","14","11","10","8","10"
"43","Femmine","6","3","7","6","11","5","15","9","11","10","12","6","15","2","5","8","14","7"
"43","Totale","14","10","15","12","25","14","23","15","17","17","22","15","25","16","16","18","22","17"
"44","Maschi","9","7","5","7","6","14","10","9","7","7","7","11","8","11","14","11","9","6"
"44","Femmine","11","6","4","7","6","9","5","15","9","11","10","12","6","15","2","5","8","13"
"44","Totale","20","13","9","14","12","23","15","24","16","18","17","23","14","26","16","16","17","19"
"45","Maschi","12","9","8","5","8","7","15","10","10","7","7","8","10","8","10","14","11","9"
"45","Femmine","6","11","7","4","7","6","7","6","14","10","11","10","10","6","13","1","5","9"
"45","Totale","18","20","15","9","15","13","22","16","24","17","18","18","20","14","23","15","16","18"
"46","Maschi","7","10","9","8","5","8","8","15","12","9","5","7","8","12","8","10","13","12"
"46","Femmine","7","6","11","8","4","7","6","8","6","14","10","11","9","10","6","12","1","5"
"46","Totale","14","16","20","16","9","15","14","23","18","23","15","18","17","22","14","22","14","17"
"47","Maschi","7","7","10","10","8","6","8","8","14","9","9","7","7","8","11","9","10","12"
"47","Femmine","9","8","6","11","8","4","7","6","8","5","14","10","11","9","9","6","10","1"
"47","Totale","16","15","16","21","16","10","15","14","22","14","23","17","18","17","20","15","20","13"
"48","Maschi","6","8","7","10","9","8","6","8","9","14","9","9","8","7","6","12","9","10"
"48","Femmine","7","10","8","7","11","10","4","7","6","9","5","14","10","11","9","9","7","9"
"48","Totale","13","18","15","17","20","18","10","15","15","23","14","23","18","18","15","21","16","19"
"49","Maschi","3","5","9","6","10","9","8","6","8","7","14","9","9","8","7","6","10","9"
"49","Femmine","9","7","10","7","7","11","9","4","8","6","8","5","14","11","11","9","10","9"
"49","Totale","12","12","19","13","17","20","17","10","16","13","22","14","23","19","18","15","20","18"
"50","Maschi","11","3","5","9","6","10","9","8","6","9","7","14","9","9","8","7","6","10"
"50","Femmine","6","9","7","9","7","7","11","9","4","8","6","8","5","14","10","10","10","9"
"50","Totale","17","12","12","18","13","17","20","17","10","17","13","22","14","23","18","17","16","19"
"51","Maschi","10","11","3","6","9","6","10","10","8","6","9","8","15","10","9","8","7","6"
"51","Femmine","7","6","7","8","8","8","6","11","9","4","8","6","8","5","14","10","12","10"
"51","Totale","17","17","10","14","17","14","16","21","17","10","17","14","23","15","23","18","19","16"
"52","Maschi","6","10","11","3","6","9","6","10","10","8","6","9","8","15","10","9","7","7"
"52","Femmine","9","7","6","9","8","8","8","6","12","10","4","8","6","8","3","14","10","10"
"52","Totale","15","17","17","12","14","17","14","16","22","18","10","17","14","23","13","23","17","17"
"53","Maschi","5","6","8","11","3","6","8","5","10","9","8","6","9","8","15","11","8","7"
"53","Femmine","6","9","7","6","9","7","8","8","6","12","10","4","8","6","7","5","14","10"
"53","Totale","11","15","15","17","12","13","16","13","16","21","18","10","17","14","22","16","22","17"
"54","Maschi","17","5","6","8","11","3","7","7","5","11","10","8","5","8","8","15","11","8"
"54","Femmine","8","6","9","7","6","9","6","8","8","6","12","10","4","8","6","9","4","15"
"54","Totale","25","11","15","15","17","12","13","15","13","17","22","18","9","16","14","24","15","23"
"55","Maschi","8","17","5","6","9","11","4","7","7","5","10","9","8","5","8","8","15","9"
"55","Femmine","11","8","6","9","7","6","8","6","7","8","6","12","8","4","9","6","9","4"
"55","Totale","19","25","11","15","16","17","12","13","14","13","16","21","16","9","17","14","24","13"
"56","Maschi","6","8","16","5","6","9","11","5","7","7","5","10","8","8","5","8","8","14"
"56","Femmine","10","10","7","6","11","7","6","8","6","7","8","6","12","5","4","8","6","9"
"56","Totale","16","18","23","11","17","16","17","13","13","14","13","16","20","13","9","16","14","23"
"57","Maschi","7","6","7","16","5","6","9","10","5","7","7","5","11","7","8","5","10","8"
"57","Femmine","6","10","9","7","6","12","8","6","8","6","7","8","6","12","5","4","8","6"
"57","Totale","13","16","16","23","11","18","17","16","13","13","14","13","17","19","13","9","18","14"
"58","Maschi","15","7","5","8","16","6","6","9","9","5","6","9","5","11","8","8","5","10"
"58","Femmine","10","6","10","9","7","6","11","7","6","8","6","7","8","6","12","5","4","7"
"58","Totale","25","13","15","17","23","12","17","16","15","13","12","16","13","17","20","13","9","17"
"59","Maschi","6","13","7","5","9","14","6","6","10","9","5","6","9","6","11","8","8","5"
"59","Femmine","5","10","6","11","9","7","6","11","6","6","8","6","7","8","7","12","6","4"
"59","Totale","11","23","13","16","18","21","12","17","16","15","13","12","16","14","18","20","14","9"
"60","Maschi","6","6","14","7","5","10","12","6","6","10","10","6","6","9","7","11","8","9"
"60","Femmine","8","5","10","8","11","9","6","6","11","6","6","8","5","8","8","7","13","6"
"60","Totale","14","11","24","15","16","19","18","12","17","16","16","14","11","17","15","18","21","15"
"61","Maschi","6","6","5","15","7","5","9","12","6","6","10","10","6","5","9","7","11","9"
"61","Femmine","8","8","5","10","7","11","9","6","4","11","6","6","8","5","8","7","5","14"
"61","Totale","14","14","10","25","14","16","18","18","10","17","16","16","14","10","17","14","16","23"
"62","Maschi","10","6","6","5","15","6","5","9","12","6","6","10","10","5","6","8","7","12"
"62","Femmine","5","8","8","5","9","7","11","9","6","5","11","6","6","8","5","7","7","5"
"62","Totale","15","14","14","10","24","13","16","18","18","11","17","16","16","13","11","15","14","17"
"63","Maschi","3","10","6","6","5","14","6","5","9","12","6","6","9","11","5","5","8","6"
"63","Femmine","16","5","8","8","6","9","7","11","9","6","6","10","6","6","8","5","7","7"
"63","Totale","19","15","14","14","11","23","13","16","18","18","12","16","15","17","13","10","15","13"
"64","Maschi","9","2","10","6","6","5","14","6","5","9","12","6","6","9","10","5","5","8"
"64","Femmine","13","14","5","7","8","5","9","7","10","9","6","6","10","7","6","8","5","6"
