"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"23","Femmine","3","2","0","3","1","1","4","2","3","4","1","4","3","0","3","3","2","2"
"23","Totale","7","6","3","4","6","3","8","2","5","6","3","12","4","0","4","8","4","6"
"24","Maschi","3","4","4","3","1","5","2","5","0","2","2","2","7","1","0","1","4","2"
"24","Femmine","4","3","2","0","2","1","1","2","2","3","4","1","4","3","0","3","3","2"
"24","Totale","7","7","6","3","3","6","3","7","2","5","6","3","11","4","0","4","7","4"
"25","Maschi","5","3","3","4","2","1","4","2","6","0","1","3","2","6","1","0","1","4"
"25","Femmine","3","3","4","2","0","2","1","1","1","2","3","3","1","4","3","0","3","4"
"25","Totale","8","6","7","6","2","3","5","3","7","2","4","6","3","10","4","0","4","8"
"26","Maschi","2","5","3","3","3","2","1","3","2","6","0","0","3","2","5","2","2","1"
"26","Femmine","4","5","4","4","2","0","2","0","1","1","2","2","3","1","3","3","0","3"
"26","Totale","6","10","7","7","5","2","3","3","3","7","2","2","6","3","8","5","2","4"
"27","Maschi","9","2","5","3","3","3","2","0","1","1","7","0","0","2","2","5","4","2"
"27","Femmine","3","4","7","3","4","2","0","3","0","1","1","1","1","3","1","4","3","0"
"27","Totale","12","6","12","6","7","5","2","3","1","2","8","1","1","5","3","9","7","2"
"28","Maschi","3","9","2","5","3","3","3","2","1","2","1","5","0","0","2","2","6","3"
"28","Femmine","2","3","5","7","3","5","3","1","3","1","1","1","1","1","2","3","4","3"
"28","Totale","5","12","7","12","6","8","6","3","4","3","2","6","1","1","4","5","10","6"
"29","Maschi","7","3","9","2","5","4","3","2","3","2","2","0","4","0","0","2","2","4"
"29","Femmine","2","2","3","3","7","3","4","3","2","1","1","1","0","1","1","2","2","2"
"29","Totale","9","5","12","5","12","7","7","5","5","3","3","1","4","1","1","4","4","6"
"30","Maschi","2","9","4","7","1","2","4","3","2","2","2","2","0","4","0","1","2","2"
