"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"32","Totale","107","144","96","112","123","138","107","104","113","105","83","97","93","84","72","63","70","87"
"33","Maschi","66","53","72","55","73","68","63","52","47","58","60","48","52","38","46","33","29","37"
"33","Femmine","63","52","76","47","46","62","74","53","66","54","44","40","51","48","38","39","35","36"
"33","Totale","129","105","148","102","119","130","137","105","113","112","104","88","103","86","84","72","64","73"
"34","Maschi","60","70","59","72","53","75","68","67","53","45","55","57","49","52","37","45","34","28"
"34","Femmine","50","64","64","78","47","50","65","75","57","69","55","42","37","47","46","41","41","33"
"34","Totale","110","134","123","150","100","125","133","142","110","114","110","99","86","99","83","86","75","61"
"35","Maschi","64","59","73","58","67","51","75","71","69","49","46","55","55","45","53","38","40","34"
"35","Femmine","63","49","65","63","77","48","49","70","75","60","70","58","42","33","48","46","44","42"
"35","Totale","127","108","138","121","144","99","124","141","144","109","116","113","97","78","101","84","84","76"
"36","Maschi","53","62","61","74","61","75","52","77","77","65","54","47","52","57","49","54","36","41"
"36","Femmine","43","64","52","67","63","80","49","44","71","78","63","71","56","43","36","51","44","46"
"36","Totale","96","126","113","141","124","155","101","121","148","143","117","118","108","100","85","105","80","87"
"37","Maschi","47","54","63","57","78","58","72","50","79","77","68","50","47","52","53","52","53","37"
"37","Femmine","57","44","63","52","63","61","77","52","48","72","76","63","65","56","41","34","47","44"
"37","Totale","104","98","126","109","141","119","149","102","127","149","144","113","112","108","94","86","100","81"
"38","Maschi","56","47","59","64","59","73","61","72","53","77","76","68","52","46","54","52","50","54"
"38","Femmine","39","56","44","63","53","58","59","76","52","47","72","78","59","62","57","45","32","47"
"38","Totale","95","103","103","127","112","131","120","148","105","124","148","146","111","108","111","97","82","101"
"39","Maschi","38","55","52","60","62","60","74","61","70","53","79","76","69","49","47","52","51","52"
"39","Femmine","41","39","57","45","62","56","62","57","78","54","44","74","80","56","65","58","44","33"
