latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.51845,9.183673,154.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2010-01-01,3.3,0.00,0.0,8.4,2.35
2010-01-02,1.5,0.00,0.0,31.2,6.80
2010-01-03,-1.2,0.00,0.0,15.8,5.81
2010-01-04,-0.4,0.70,4.0,5.4,2.96
2010-01-05,0.1,0.00,0.0,6.2,3.62
2010-01-06,1.5,0.00,0.0,4.5,6.16
2010-01-07,2.3,1.40,5.0,10.0,4.27
2010-01-08,1.9,28.40,24.0,10.2,0.76
2010-01-09,3.1,18.80,19.0,10.8,0.98
2010-01-10,3.0,3.30,8.0,11.9,4.84
2010-01-11,1.3,0.00,0.0,5.4,4.53
2010-01-12,1.7,0.20,2.0,6.1,4.61
2010-01-13,2.5,2.00,12.0,6.8,2.37
2010-01-14,2.8,0.40,3.0,6.5,2.19
2010-01-15,2.5,0.00,0.0,6.9,5.88
2010-01-16,1.8,0.00,0.0,7.2,4.32
2010-01-17,1.9,0.00,0.0,5.4,5.29
2010-01-18,0.9,0.00,0.0,4.5,7.37
2010-01-19,0.4,0.00,0.0,6.2,6.57
2010-01-20,0.8,0.00,0.0,4.7,4.38
2010-01-21,1.2,0.00,0.0,7.1,7.35
2010-01-22,0.1,0.00,0.0,5.9,5.86
2010-01-23,1.4,0.00,0.0,6.5,4.82
2010-01-24,0.7,0.00,0.0,8.0,5.77
2010-01-25,0.5,0.00,0.0,6.0,3.89
2010-01-26,0.9,0.20,2.0,8.1,6.06
2010-01-27,0.6,0.00,0.0,7.2,7.46
2010-01-28,1.6,0.00,0.0,11.6,8.67
2010-01-29,0.8,1.50,5.0,9.3,5.91
2010-01-30,1.1,0.00,0.0,15.1,8.34
2010-01-31,0.4,1.20,5.0,17.7,6.83
2010-02-01,-1.3,0.00,0.0,9.4,9.79
2010-02-02,0.0,0.00,0.0,8.3,9.46
2010-02-03,0.6,0.00,0.0,8.4,9.40
2010-02-04,2.1,0.10,1.0,4.7,4.48
2010-02-05,2.7,29.40,24.0,11.3,1.21
2010-02-06,3.5,1.50,3.0,8.7,7.55
2010-02-07,1.8,0.00,0.0,6.2,9.59
2010-02-08,1.4,0.00,0.0,8.4,6.75
2010-02-09,1.3,0.00,0.0,9.8,5.67
2010-02-10,2.7,0.00,0.0,9.1,10.20
2010-02-11,1.4,7.50,20.0,9.4,5.88
2010-02-12,1.8,1.20,5.0,8.7,10.32
2010-02-13,1.5,0.00,0.0,6.1,11.61
2010-02-14,1.1,0.20,1.0,7.7,9.28
2010-02-15,0.7,0.00,0.0,7.9,8.02
2010-02-16,2.6,0.00,0.0,5.8,5.28
2010-02-17,3.4,8.10,14.0,6.3,1.85
2010-02-18,5.6,5.50,8.0,11.3,6.54
2010-02-19,5.8,27.40,19.0,18.6,1.12
2010-02-20,5.1,0.00,0.0,15.3,8.11
2010-02-21,2.9,1.20,3.0,14.0,11.58
2010-02-22,4.4,6.20,17.0,12.2,3.33
2010-02-23,5.4,5.30,9.0,6.2,4.52
2010-02-24,5.8,0.00,0.0,7.0,8.72
2010-02-25,6.1,2.30,4.0,8.9,9.77
2010-02-26,8.3,9.40,12.0,14.8,7.27
2010-02-27,6.4,0.00,0.0,9.9,12.42
2010-02-28,6.0,2.10,8.0,8.7,2.88
2010-03-01,5.4,0.00,0.0,7.7,12.36
2010-03-02,7.6,0.00,0.0,7.3,14.00
2010-03-03,5.9,11.70,12.0,13.2,5.00
2010-03-04,6.9,5.60,9.0,11.2,8.39
2010-03-05,3.2,8.90,18.0,12.9,7.98
