latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.237255,10.24961,47.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2010-01-01,4.6,2.20,7.0,8.8,1.48
2010-01-02,3.6,4.90,5.0,10.5,5.09
2010-01-03,0.2,0.00,0.0,11.4,6.39
2010-01-04,-0.1,0.40,4.0,6.8,3.16
2010-01-05,-0.1,2.90,8.0,6.5,2.47
2010-01-06,1.5,0.70,4.0,7.6,4.45
2010-01-07,3.0,1.30,7.0,12.8,4.74
2010-01-08,3.7,19.70,24.0,13.7,0.80
2010-01-09,4.2,22.60,17.0,13.4,0.77
2010-01-10,4.2,0.90,3.0,14.8,6.27
2010-01-11,1.1,0.00,0.0,8.0,6.20
2010-01-12,3.0,0.00,0.0,5.9,5.10
2010-01-13,3.5,2.60,11.0,6.3,1.78
2010-01-14,3.1,0.00,0.0,9.7,3.73
2010-01-15,4.5,0.00,0.0,8.0,5.91
2010-01-16,2.9,0.00,0.0,7.0,6.01
2010-01-17,2.7,0.00,0.0,5.5,4.85
2010-01-18,0.7,0.00,0.0,7.4,6.15
2010-01-19,0.1,0.00,0.0,7.2,7.35
2010-01-20,0.1,0.00,0.0,5.8,5.01
2010-01-21,-0.9,0.00,0.0,6.0,5.64
2010-01-22,0.2,0.00,0.0,4.7,5.75
2010-01-23,1.5,0.00,0.0,5.3,5.92
2010-01-24,0.8,0.00,0.0,8.5,6.45
2010-01-25,1.0,0.00,0.0,8.6,3.98
2010-01-26,1.2,1.20,5.0,9.8,5.51
2010-01-27,0.4,0.00,0.0,7.7,8.37
2010-01-28,0.7,0.00,0.0,13.5,8.57
2010-01-29,0.7,2.20,5.0,10.2,5.49
2010-01-30,1.5,0.70,3.0,8.3,7.41
2010-01-31,0.1,7.70,10.0,10.6,5.99
2010-02-01,-1.6,0.00,0.0,11.5,9.91
2010-02-02,-0.6,0.00,0.0,13.6,9.60
2010-02-03,2.1,0.00,0.0,11.5,9.32
2010-02-04,2.6,0.00,0.0,5.6,3.45
2010-02-05,3.8,21.00,22.0,18.0,1.29
2010-02-06,4.8,5.00,6.0,13.0,6.65
2010-02-07,4.3,0.00,0.0,8.1,7.66
2010-02-08,3.0,0.00,0.0,10.5,7.02
2010-02-09,2.6,0.00,0.0,11.6,6.11
2010-02-10,3.5,2.10,6.0,9.8,6.08
2010-02-11,2.8,6.50,17.0,16.6,5.82
2010-02-12,3.4,1.20,5.0,10.5,9.75
2010-02-13,3.2,0.00,0.0,8.6,11.51
2010-02-14,2.9,0.80,3.0,10.5,9.14
2010-02-15,2.9,0.00,0.0,7.9,7.36
2010-02-16,4.1,0.10,1.0,8.0,4.42
2010-02-17,4.9,6.10,11.0,6.6,2.88
2010-02-18,6.1,5.20,8.0,11.2,6.22
2010-02-19,7.2,25.10,17.0,27.6,1.26
2010-02-20,6.0,7.30,11.0,13.1,4.24
2010-02-21,4.7,0.60,3.0,13.6,11.22
2010-02-22,6.0,1.80,7.0,13.2,6.23
2010-02-23,6.6,5.50,10.0,7.0,4.34
2010-02-24,6.6,0.00,0.0,7.1,9.83
2010-02-25,7.8,1.00,3.0,10.5,10.68
2010-02-26,9.3,9.80,11.0,19.1,4.72
2010-02-27,8.9,0.00,0.0,20.3,13.31
2010-02-28,8.4,0.00,0.0,10.4,3.48
