latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.940243,9.55626,1192.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2010-01-01,-0.8,0.00,0.0,7.1,4.14
2010-01-02,-5.2,0.00,0.0,14.4,6.33
2010-01-03,-6.9,0.00,0.0,7.4,6.65
2010-01-04,-5.1,0.30,2.0,6.1,5.01
2010-01-05,-5.1,0.00,0.0,7.6,5.17
2010-01-06,-3.9,0.00,0.0,6.6,6.18
2010-01-07,-2.9,3.90,11.0,5.8,5.64
2010-01-08,-2.0,18.80,24.0,8.9,2.04
2010-01-09,-0.7,8.10,14.0,7.1,2.64
2010-01-10,-1.5,4.80,10.0,5.6,5.16
2010-01-11,-4.5,0.00,0.0,7.6,7.11
2010-01-12,-5.5,0.00,0.0,5.2,6.42
2010-01-13,-4.9,0.00,0.0,7.4,3.99
2010-01-14,-3.5,0.00,0.0,5.0,3.95
2010-01-15,-5.0,0.00,0.0,8.1,7.37
2010-01-16,-6.7,0.00,0.0,7.1,7.30
2010-01-17,-4.4,0.30,3.0,7.5,7.71
2010-01-18,-7.1,0.00,0.0,8.0,8.15
2010-01-19,-7.1,0.00,0.0,8.2,8.27
2010-01-20,-7.0,0.00,0.0,7.6,8.22
2010-01-21,-5.3,0.00,0.0,7.5,8.11
2010-01-22,-6.0,0.00,0.0,11.0,8.68
2010-01-23,-3.4,0.00,0.0,6.6,8.76
2010-01-24,-3.9,0.00,0.0,6.2,8.00
2010-01-25,-3.5,0.00,0.0,3.5,5.68
2010-01-26,-3.8,0.00,0.0,6.2,7.61
2010-01-27,-5.6,0.00,0.0,8.9,9.14
2010-01-28,-3.9,0.00,0.0,8.9,9.10
2010-01-29,-5.3,1.60,5.0,8.9,7.87
2010-01-30,-4.3,0.00,0.0,9.7,9.33
2010-01-31,-7.8,1.20,7.0,10.6,7.07
2010-02-01,-8.8,0.00,0.0,8.7,9.87
2010-02-02,-6.9,0.00,0.0,7.0,9.41
2010-02-03,-4.5,0.00,0.0,6.4,9.77
2010-02-04,-2.2,0.00,0.0,5.5,7.64
2010-02-05,-1.3,16.90,21.0,6.5,2.45
2010-02-06,0.1,0.70,2.0,8.0,6.83
2010-02-07,-1.7,0.00,0.0,7.9,10.86
2010-02-08,-3.7,0.00,0.0,7.9,9.59
2010-02-09,-4.6,0.00,0.0,6.8,8.60
2010-02-10,-2.7,0.30,2.0,7.3,9.71
2010-02-11,-4.5,6.40,18.0,6.4,7.04
2010-02-12,-4.0,0.10,1.0,8.1,11.76
2010-02-13,-4.7,0.00,0.0,10.2,12.06
2010-02-14,-3.5,0.40,3.0,5.5,10.67
2010-02-15,-4.1,1.20,9.0,6.5,10.40
2010-02-16,-2.3,0.00,0.0,6.2,9.82
2010-02-17,-0.8,5.90,13.0,4.8,3.73
2010-02-18,1.0,4.30,9.0,5.4,7.12
2010-02-19,0.6,25.30,21.0,5.5,2.13
2010-02-20,-0.3,3.50,11.0,8.0,8.32
2010-02-21,-2.4,1.20,4.0,6.6,13.14
2010-02-22,-0.7,7.10,14.0,5.6,6.90
2010-02-23,0.6,3.10,8.0,6.1,6.37
2010-02-24,1.0,0.20,1.0,5.6,8.92
2010-02-25,0.7,3.10,8.0,6.6,9.78
2010-02-26,1.0,15.10,13.0,7.6,6.06
2010-02-27,-0.6,0.20,2.0,9.4,13.64
2010-02-28,0.9,5.90,18.0,4.6,3.97
2010-03-01,0.3,0.00,0.0,9.0,14.63
2010-03-02,2.1,0.50,1.0,8.6,14.49
2010-03-03,-0.2,4.70,11.0,6.2,8.09
2010-03-04,0.8,4.90,14.0,5.8,9.88
2010-03-05,-3.9,0.90,5.0,9.6,10.98
2010-03-06,-5.0,0.00,0.0,7.8,15.28
2010-03-07,-4.2,0.50,4.0,5.4,9.67
2010-03-08,-5.0,0.80,5.0,8.0,15.09
2010-03-09,-5.6,2.50,12.0,6.5,11.34
2010-03-10,-4.1,8.40,24.0,6.4,6.89
2010-03-11,-3.1,1.00,7.0,6.9,12.95
2010-03-12,-2.6,0.00,0.0,7.0,16.48
2010-03-13,-2.1,0.00,0.0,6.5,18.47
2010-03-14,-1.5,0.00,0.0,10.5,18.59
2010-03-15,-1.8,0.00,0.0,12.1,18.35
2010-03-16,-0.2,0.00,0.0,8.7,17.25
2010-03-17,1.3,0.00,0.0,9.1,17.46
2010-03-18,2.3,0.00,0.0,7.1,15.26
2010-03-19,3.4,0.00,0.0,6.2,9.67
2010-03-20,3.3,0.90,6.0,5.6,7.46
2010-03-21,4.7,0.90,5.0,4.6,5.30
2010-03-22,5.0,2.80,13.0,4.8,6.16
2010-03-23,5.4,2.50,9.0,5.5,12.10
2010-03-24,4.2,4.20,11.0,6.0,13.80
2010-03-25,4.5,5.20,10.0,5.0,10.87
2010-03-26,3.6,42.40,24.0,7.9,3.29
2010-03-27,1.6,0.10,1.0,8.4,15.96
2010-03-28,3.9,0.00,0.0,8.8,18.73
2010-03-29,4.0,3.30,12.0,6.8,14.80
2010-03-30,3.3,20.00,21.0,7.7,8.81
2010-03-31,2.7,2.30,6.0,7.2,16.89
2010-04-01,-0.9,14.30,11.0,10.0,3.72
2010-04-02,-1.9,0.10,1.0,11.5,19.59
2010-04-03,0.6,12.30,13.0,6.8,11.11
2010-04-04,1.0,31.50,24.0,6.5,5.17
2010-04-05,2.1,0.00,0.0,10.5,22.62
2010-04-06,3.0,0.00,0.0,9.5,23.31
2010-04-07,4.7,0.00,0.0,5.8,22.18
2010-04-08,5.5,0.00,0.0,5.5,16.21
2010-04-09,6.7,0.40,2.0,4.9,19.54
2010-04-10,6.9,0.00,0.0,10.1,22.83
2010-04-11,2.2,12.00,14.0,6.8,11.47
2010-04-12,0.2,6.90,12.0,5.6,16.07
2010-04-13,1.1,5.00,11.0,5.6,17.20
2010-04-14,3.2,1.90,3.0,7.2,21.53
2010-04-15,4.2,3.70,8.0,5.7,18.94
2010-04-16,3.6,4.80,8.0,5.5,15.53
2010-04-17,3.8,8.70,13.0,6.5,18.70
2010-04-18,4.1,6.50,18.0,6.5,10.04
