latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.166958,9.953271,50.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2010-01-01,4.4,1.60,6.0,8.1,1.38
2010-01-02,3.5,1.90,5.0,14.6,5.54
2010-01-03,-0.1,0.00,0.0,11.6,6.27
2010-01-04,-0.1,0.30,3.0,7.0,3.01
2010-01-05,-0.3,2.10,7.0,6.4,2.61
2010-01-06,1.6,0.70,5.0,6.8,4.73
2010-01-07,2.9,1.40,7.0,12.8,4.64
2010-01-08,2.7,20.90,24.0,12.8,0.82
2010-01-09,3.7,21.40,17.0,12.0,0.80
2010-01-10,3.8,1.10,3.0,14.1,5.99
2010-01-11,1.1,0.00,0.0,8.7,5.82
2010-01-12,2.9,0.00,0.0,6.6,5.03
2010-01-13,3.1,3.20,12.0,5.8,1.89
2010-01-14,3.0,0.00,0.0,9.5,3.40
2010-01-15,4.1,0.00,0.0,7.6,5.99
2010-01-16,2.5,0.00,0.0,7.4,5.83
2010-01-17,2.5,0.00,0.0,5.3,4.50
2010-01-18,1.1,0.00,0.0,8.0,6.46
2010-01-19,-0.3,0.00,0.0,8.2,7.09
2010-01-20,-0.1,0.00,0.0,5.5,4.60
2010-01-21,-0.5,0.00,0.0,6.6,5.95
2010-01-22,-0.4,0.00,0.0,4.8,6.19
2010-01-23,1.2,0.00,0.0,5.4,5.82
2010-01-24,0.5,0.00,0.0,8.0,6.25
2010-01-25,0.6,0.00,0.0,8.3,3.92
2010-01-26,1.0,1.10,5.0,10.4,5.94
2010-01-27,0.2,0.00,0.0,7.1,8.41
2010-01-28,0.5,0.00,0.0,14.3,8.67
2010-01-29,0.3,2.20,5.0,10.6,5.26
2010-01-30,1.0,0.50,2.0,8.6,7.71
2010-01-31,-1.2,6.70,9.0,10.0,5.94
2010-02-01,-1.3,0.00,0.0,11.5,9.95
2010-02-02,-1.1,0.00,0.0,13.0,9.63
2010-02-03,2.0,0.00,0.0,11.5,9.32
2010-02-04,2.5,0.00,0.0,5.0,3.39
2010-02-05,3.3,22.60,24.0,14.5,1.18
2010-02-06,4.6,3.60,5.0,13.0,7.01
2010-02-07,3.7,0.00,0.0,6.7,7.93
2010-02-08,2.6,0.00,0.0,9.7,7.28
2010-02-09,2.3,0.00,0.0,13.2,6.10
2010-02-10,3.4,1.10,4.0,8.3,7.49
2010-02-11,2.8,5.90,18.0,17.7,6.10
2010-02-12,3.0,1.10,4.0,10.3,9.86
2010-02-13,3.5,0.00,0.0,9.1,11.31
2010-02-14,2.8,0.50,3.0,11.0,9.24
2010-02-15,2.2,0.00,0.0,8.2,7.38
2010-02-16,3.1,0.60,6.0,9.2,4.46
2010-02-17,4.2,7.10,13.0,5.1,2.48
2010-02-18,5.8,5.20,8.0,10.9,6.44
2010-02-19,7.0,28.10,18.0,26.0,1.21
2010-02-20,5.8,5.30,10.0,12.6,4.82
2010-02-21,4.3,0.70,2.0,14.2,11.19
2010-02-22,5.5,2.60,9.0,12.4,5.61
2010-02-23,6.0,5.90,10.0,5.9,4.06
2010-02-24,6.6,0.00,0.0,7.2,9.75
2010-02-25,7.6,1.10,3.0,10.1,10.49
2010-02-26,9.6,9.20,11.0,19.8,5.22
2010-02-27,8.6,0.00,0.0,18.4,13.06
2010-02-28,7.9,0.00,0.0,9.0,3.22
2010-03-01,7.0,0.00,0.0,11.3,12.18
2010-03-02,8.7,0.00,0.0,8.4,13.81
2010-03-03,7.1,8.90,11.0,23.3,4.61
2010-03-04,7.2,7.20,14.0,23.0,7.21
2010-03-05,2.8,33.80,23.0,11.6,3.24
2010-03-06,2.2,0.00,0.0,16.9,15.26
2010-03-07,3.7,0.90,4.0,27.0,9.14
2010-03-08,1.9,0.00,0.0,17.7,16.01
2010-03-09,1.3,4.30,10.0,26.6,7.94
2010-03-10,0.1,21.00,23.0,9.8,3.84
2010-03-11,1.9,0.20,2.0,6.1,12.98
2010-03-12,4.0,0.00,0.0,6.8,14.95
2010-03-13,5.5,0.00,0.0,7.2,15.99
2010-03-14,6.5,0.00,0.0,5.7,17.38
2010-03-15,7.0,0.60,3.0,8.3,15.00
2010-03-16,7.2,0.00,0.0,16.5,16.47
2010-03-17,8.7,0.00,0.0,10.9,16.32
2010-03-18,9.3,0.00,0.0,9.9,14.37
2010-03-19,9.2,0.00,0.0,9.4,9.73
2010-03-20,9.8,0.00,0.0,7.4,5.62
2010-03-21,10.8,0.00,0.0,4.4,4.19
2010-03-22,11.1,11.70,24.0,7.3,2.42
2010-03-23,12.2,1.70,6.0,6.4,8.90
2010-03-24,12.4,0.10,1.0,9.7,14.88
2010-03-25,12.8,0.10,1.0,7.9,15.00
2010-03-26,12.8,2.80,12.0,20.1,8.94
2010-03-27,11.4,0.00,0.0,9.7,15.35
2010-03-28,11.9,0.00,0.0,12.4,20.06
2010-03-29,12.0,0.00,0.0,8.4,14.08
2010-03-30,11.4,8.40,9.0,18.4,9.78
2010-03-31,11.2,0.70,3.0,14.4,17.62
2010-04-01,9.0,12.90,11.0,14.0,7.83
2010-04-02,8.4,0.00,0.0,9.2,20.29
2010-04-03,9.7,1.30,5.0,9.3,14.18
2010-04-04,10.6,7.90,9.0,19.5,10.53
2010-04-05,11.6,4.50,5.0,15.2,20.18
2010-04-06,10.6,0.00,0.0,9.6,22.60
2010-04-07,11.3,0.00,0.0,8.9,22.17
