latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.58875,9.3396225,185.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2023-10-21,14.9,31.10,14.0,19.8,6.35
2023-10-22,14.4,8.90,5.0,10.7,9.80
2023-10-23,15.0,0.00,0.0,10.7,8.33
2023-10-24,13.8,37.10,18.0,10.5,1.58
2023-10-25,13.7,0.30,2.0,8.5,3.58
2023-10-26,14.5,3.80,12.0,12.6,0.89
2023-10-27,14.9,3.20,6.0,18.8,3.94
2023-10-28,13.3,0.40,2.0,9.2,3.02
2023-10-29,13.5,2.30,14.0,16.4,1.57
2023-10-30,14.3,46.40,18.0,27.4,0.31
2023-10-31,13.5,0.60,8.0,36.9,3.63
2023-11-01,10.8,3.90,10.0,14.5,1.37
2023-11-02,11.4,15.90,20.0,26.7,0.14
2023-11-03,10.5,0.20,11.0,25.8,3.16
2023-11-04,8.7,14.70,6.0,18.4,1.13
