latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.58875,8.773584,217.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2010-01-01,3.5,0.00,0.0,6.5,3.03
2010-01-02,2.4,0.00,0.0,31.0,6.87
2010-01-03,-0.9,0.00,0.0,12.6,5.51
2010-01-04,-1.1,1.00,5.0,9.2,2.99
2010-01-05,0.1,0.00,0.0,6.9,4.28
2010-01-06,1.1,0.00,0.0,6.1,6.60
2010-01-07,1.4,1.80,3.0,12.5,4.30
2010-01-08,1.8,30.70,24.0,13.9,1.02
2010-01-09,3.2,17.40,18.0,12.1,1.06
2010-01-10,3.5,5.00,8.0,10.8,4.33
2010-01-11,1.7,0.00,0.0,5.4,4.10
2010-01-12,1.8,0.70,4.0,8.1,4.33
2010-01-13,2.2,2.60,10.0,10.1,2.61
2010-01-14,2.1,0.20,1.0,8.4,1.97
2010-01-15,2.3,0.00,0.0,7.6,6.27
2010-01-16,1.5,0.00,0.0,7.4,3.32
2010-01-17,1.3,0.00,0.0,6.6,5.82
2010-01-18,1.3,0.00,0.0,6.1,6.99
2010-01-19,0.4,0.00,0.0,6.2,6.42
2010-01-20,0.6,0.00,0.0,6.5,4.27
2010-01-21,0.9,0.00,0.0,7.6,7.06
2010-01-22,-0.0,0.00,0.0,7.8,4.95
2010-01-23,0.5,0.00,0.0,6.9,4.67
2010-01-24,-0.1,0.00,0.0,7.0,5.54
2010-01-25,0.5,0.00,0.0,8.6,3.79
2010-01-26,0.7,0.60,3.0,9.2,5.63
2010-01-27,0.4,0.00,0.0,8.0,6.49
2010-01-28,1.4,0.00,0.0,10.5,8.19
2010-01-29,0.2,0.50,3.0,8.5,6.23
2010-01-30,1.0,0.00,0.0,18.1,8.65
2010-01-31,0.3,0.00,0.0,18.4,8.89
2010-02-01,-1.2,0.00,0.0,9.3,9.84
2010-02-02,-0.2,0.00,0.0,8.2,9.43
