latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.010544,9.142858,197.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2023-10-21,15.2,11.90,21.0,6.4,4.98
2023-10-22,15.2,1.90,9.0,6.0,8.82
2023-10-23,15.5,3.50,11.0,5.5,4.56
2023-10-24,15.0,42.40,21.0,5.8,1.52
2023-10-25,14.3,0.20,4.0,4.3,2.91
2023-10-26,15.0,6.70,8.0,4.7,1.43
2023-10-27,16.5,4.40,5.0,6.6,3.99
2023-10-28,14.4,0.10,1.0,7.6,3.35
2023-10-29,14.5,7.00,17.0,6.2,1.06
2023-10-30,14.7,49.60,23.0,7.2,0.45
2023-10-31,13.7,12.40,10.0,8.7,3.67
2023-11-01,11.8,1.80,8.0,8.3,1.02
2023-11-02,12.0,18.50,18.0,8.0,0.15
2023-11-03,10.5,1.20,11.0,8.2,3.25
2023-11-04,8.2,9.20,11.0,7.9,0.53
