latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.377853,10.704226,104.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2010-01-01,4.5,2.00,7.0,9.4,1.77
2010-01-02,3.3,13.20,14.0,10.6,3.92
2010-01-03,1.2,0.00,0.0,11.9,6.58
2010-01-04,0.1,0.30,3.0,7.7,3.11
2010-01-05,0.6,4.00,8.0,6.8,2.42
2010-01-06,1.6,1.40,4.0,8.5,4.15
2010-01-07,2.6,1.00,6.0,13.8,4.80
2010-01-08,4.7,18.20,24.0,18.7,0.82
2010-01-09,5.2,22.70,16.0,16.0,0.69
2010-01-10,4.2,1.10,3.0,15.5,6.57
2010-01-11,2.1,0.00,0.0,8.2,6.60
2010-01-12,4.0,0.00,0.0,5.2,4.91
2010-01-13,3.0,1.80,10.0,7.1,2.37
2010-01-14,3.6,0.00,0.0,7.1,4.11
2010-01-15,4.8,0.00,0.0,7.3,5.86
2010-01-16,3.8,0.00,0.0,7.2,6.69
2010-01-17,2.6,0.00,0.0,4.5,5.40
2010-01-18,1.6,0.00,0.0,7.7,6.34
2010-01-19,2.4,0.00,0.0,5.8,7.62
2010-01-20,0.8,0.00,0.0,5.5,5.81
2010-01-21,-0.0,0.00,0.0,5.4,6.23
2010-01-22,1.1,0.00,0.0,4.8,4.70
2010-01-23,1.3,0.00,0.0,5.9,5.75
2010-01-24,0.9,0.00,0.0,7.7,5.84
2010-01-25,0.5,0.00,0.0,9.4,3.80
2010-01-26,1.1,1.60,6.0,12.8,4.38
2010-01-27,0.4,0.00,0.0,13.0,8.38
2010-01-28,0.0,0.00,0.0,11.2,8.22
2010-01-29,1.2,1.80,4.0,8.9,5.60
2010-01-30,1.3,1.10,4.0,6.5,7.33
2010-01-31,0.8,6.50,10.0,11.4,5.80
2010-02-01,0.6,0.00,0.0,10.0,9.89
2010-02-02,0.7,0.00,0.0,10.8,9.65
2010-02-03,3.1,0.00,0.0,12.3,9.33
2010-02-04,3.2,0.00,0.0,5.6,4.04
2010-02-05,3.8,22.10,21.0,23.8,1.52
2010-02-06,5.0,7.70,8.0,17.2,5.67
2010-02-07,4.6,0.00,0.0,7.6,7.97
2010-02-08,2.5,0.40,2.0,10.5,7.22
2010-02-09,2.2,0.00,0.0,11.0,6.13
2010-02-10,2.9,4.50,10.0,10.0,4.27
2010-02-11,2.4,5.40,16.0,19.2,5.31
2010-02-12,3.3,1.00,4.0,7.6,9.67
2010-02-13,3.8,0.00,0.0,9.4,11.54
2010-02-14,2.8,1.20,5.0,10.5,8.83
2010-02-15,3.4,0.00,0.0,7.8,7.33
2010-02-16,3.2,0.00,0.0,8.7,5.23
2010-02-17,5.4,5.00,10.0,6.6,4.59
2010-02-18,6.5,5.20,9.0,10.5,6.04
2010-02-19,6.7,22.70,18.0,29.3,1.22
2010-02-20,5.8,6.50,18.0,10.9,3.63
2010-02-21,4.6,0.90,3.0,12.9,11.30
2010-02-22,5.8,1.00,6.0,12.2,6.79
2010-02-23,6.2,4.50,10.0,8.5,4.50
2010-02-24,6.8,0.00,0.0,7.7,9.74
2010-02-25,7.7,0.50,2.0,10.8,10.64
2010-02-26,8.3,8.90,12.0,19.5,4.69
2010-02-27,6.9,0.00,0.0,11.9,13.73
2010-02-28,8.0,0.00,0.0,9.7,4.01
2010-03-01,7.0,0.00,0.0,11.2,12.57
2010-03-02,9.4,0.00,0.0,8.0,12.91
2010-03-03,6.4,8.10,10.0,23.5,4.78
2010-03-04,6.8,7.00,16.0,24.0,7.16
2010-03-05,2.4,18.70,23.0,10.9,4.28
2010-03-06,1.2,0.00,0.0,15.8,15.02
2010-03-07,2.6,0.30,2.0,28.5,11.06
2010-03-08,0.9,0.00,0.0,18.4,16.22
2010-03-09,0.7,4.50,10.0,30.6,7.30
2010-03-10,0.9,17.50,22.0,29.2,3.02
2010-03-11,1.4,0.00,0.0,8.7,13.27
2010-03-12,3.9,0.00,0.0,7.3,14.10
2010-03-13,3.7,0.00,0.0,7.6,14.66
2010-03-14,5.1,0.00,0.0,6.8,16.69
2010-03-15,6.5,1.30,6.0,10.1,15.57
2010-03-16,8.0,0.00,0.0,13.0,15.31
2010-03-17,7.6,0.00,0.0,11.9,16.33
2010-03-18,8.8,0.00,0.0,10.9,15.40
2010-03-19,9.1,0.00,0.0,11.2,11.97
2010-03-20,9.8,0.00,0.0,6.9,8.41
2010-03-21,10.6,0.00,0.0,4.9,6.05
2010-03-22,10.7,12.10,23.0,7.2,2.65
2010-03-23,12.0,3.80,9.0,6.2,8.96
2010-03-24,11.5,0.10,1.0,9.9,16.01
2010-03-25,12.2,0.40,2.0,7.5,16.41
2010-03-26,11.8,2.50,8.0,14.8,8.46
2010-03-27,11.0,0.00,0.0,12.9,16.13
2010-03-28,12.2,0.00,0.0,11.5,20.11
2010-03-29,11.5,0.00,0.0,8.0,15.35
2010-03-30,10.8,11.60,10.0,16.4,10.54
2010-03-31,9.9,1.80,10.0,15.0,16.01
2010-04-01,7.6,10.30,9.0,16.9,8.60
2010-04-02,7.0,0.10,1.0,7.2,19.64
2010-04-03,8.6,0.00,0.0,8.4,16.48
2010-04-04,10.4,3.70,7.0,16.2,12.04
2010-04-05,10.5,7.20,6.0,14.5,14.67
