latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.940243,9.55626,1192.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2023-10-21,8.7,13.40,23.0,9.4,6.41
2023-10-22,7.4,1.10,8.0,6.8,10.03
2023-10-23,8.4,0.80,5.0,5.8,6.38
2023-10-24,8.9,55.50,21.0,8.0,1.48
2023-10-25,7.5,0.10,4.0,7.2,3.00
2023-10-26,7.6,8.80,7.0,6.2,1.50
2023-10-27,9.4,3.20,6.0,10.5,4.08
2023-10-28,7.1,-0.10,0.0,7.3,3.28
2023-10-29,7.9,5.30,20.0,8.4,1.61
2023-10-30,9.3,59.60,23.0,14.5,0.36
2023-10-31,6.4,5.90,12.0,17.7,3.72
2023-11-01,5.5,2.00,8.0,10.5,0.73
2023-11-02,5.9,25.40,21.0,10.2,0.18
2023-11-03,3.1,0.10,12.0,15.0,3.32
2023-11-04,1.8,11.50,8.0,6.9,0.61
