latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.307556,9.984375,57.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2023-10-21,16.3,14.60,7.0,16.1,9.71
2023-10-22,15.4,0.00,0.0,8.9,11.21
2023-10-23,15.3,24.50,5.0,9.5,8.74
2023-10-24,14.9,67.00,17.0,20.6,2.87
2023-10-25,14.1,0.00,0.0,11.0,3.49
2023-10-26,14.8,5.30,8.0,15.1,0.68
2023-10-27,15.9,3.80,6.0,19.3,3.93
2023-10-28,14.3,0.10,1.0,8.9,2.66
2023-10-29,14.1,1.10,13.0,14.1,2.52
2023-10-30,15.3,21.30,22.0,29.9,0.64
2023-10-31,14.1,-0.00,8.0,31.6,3.62
2023-11-01,11.8,3.00,4.0,12.4,1.60
2023-11-02,12.2,13.40,20.0,29.2,0.82
2023-11-03,11.3,1.90,13.0,28.7,3.22
2023-11-04,9.7,13.90,6.0,18.0,1.03
