latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.79965,9.099526,281.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2023-10-21,14.0,33.20,17.0,10.5,5.43
2023-10-22,14.7,0.20,2.0,6.5,8.90
2023-10-23,14.6,0.40,3.0,8.6,5.79
2023-10-24,13.7,35.40,19.0,7.3,1.85
2023-10-25,13.5,0.00,0.0,7.6,2.51
2023-10-26,13.9,7.00,6.0,7.5,1.57
2023-10-27,14.6,4.00,6.0,10.8,3.86
2023-10-28,13.3,0.10,1.0,9.8,3.14
2023-10-29,13.3,4.00,13.0,12.8,1.08
2023-10-30,13.8,60.60,23.0,20.5,0.40
2023-10-31,13.2,3.10,8.0,23.7,3.66
2023-11-01,11.3,1.60,4.0,10.4,1.14
2023-11-02,11.1,27.40,19.0,17.7,0.16
2023-11-03,10.6,0.40,10.0,14.2,3.27
2023-11-04,8.5,12.50,12.0,13.0,0.70
