latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.90001,9.600006,1192.0,3600,Europe/Berlin,CET

time,temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),windspeed_10m_max (km/h)
2010-04-11,2.2,12.00,14.0,6.8
2010-04-12,0.2,6.90,12.0,5.6
2010-04-13,1.1,5.00,11.0,5.6
2010-04-14,3.2,1.90,3.0,7.2
2010-04-15,4.2,3.70,8.0,5.7
2010-04-16,3.6,4.80,8.0,5.5
2010-04-17,3.8,8.70,13.0,6.5
2010-04-18,4.1,6.50,18.0,6.5
2010-04-19,6.5,2.20,1.0,7.9
2010-04-20,7.1,3.20,6.0,7.6
2010-04-21,8.0,0.00,0.0,10.0
2010-04-22,7.1,4.60,12.0,7.0
2010-04-23,6.9,5.50,14.0,4.2
2010-04-24,8.4,1.60,9.0,5.6
2010-04-25,9.6,10.40,6.0,6.6
2010-04-26,9.6,5.20,8.0,5.4
2010-04-27,8.5,4.30,13.0,4.7
2010-04-28,9.7,0.60,4.0,9.9
2010-04-29,11.5,1.20,6.0,8.0
2010-04-30,11.1,0.00,0.0,8.6
2010-05-01,9.5,5.90,15.0,7.4
2010-05-02,8.5,28.50,24.0,5.2
2010-05-03,8.2,41.70,24.0,6.4
2010-05-04,7.3,29.10,24.0,7.2
2010-05-05,7.9,34.10,24.0,8.1
2010-05-06,5.6,7.30,15.0,6.4
2010-05-07,5.8,5.30,18.0,7.3
2010-05-08,6.9,6.30,19.0,7.9
2010-05-09,6.6,13.20,14.0,8.1
2010-05-10,8.1,11.30,19.0,4.9
2010-05-11,7.8,15.40,21.0,5.8
2010-05-12,7.9,12.20,16.0,5.2
2010-05-13,6.6,11.50,15.0,6.0
2010-05-14,6.1,8.90,18.0,6.0
2010-05-15,7.5,0.00,0.0,7.6
2010-05-16,8.6,0.00,0.0,10.0
2010-05-17,9.3,0.00,0.0,11.2
2010-05-18,9.1,0.00,0.0,10.5
2010-05-19,8.3,1.10,5.0,9.2
2010-05-20,10.0,0.00,0.0,6.3
2010-05-21,10.9,0.30,2.0,6.7
2010-05-22,11.7,4.00,5.0,8.0
2010-05-23,12.3,1.30,4.0,9.2
2010-05-24,13.5,0.00,0.0,8.5
2010-05-25,14.1,0.40,3.0,8.9
2010-05-26,13.0,2.70,9.0,8.4
2010-05-27,10.4,7.70,11.0,5.2
2010-05-28,10.3,7.50,9.0,6.8
2010-05-29,11.3,16.90,17.0,5.3
2010-05-30,11.8,6.40,14.0,6.7
2010-05-31,11.3,0.20,2.0,12.1
2010-06-01,11.2,0.00,0.0,9.4
2010-06-02,12.8,0.30,2.0,10.1
2010-06-03,12.4,1.90,8.0,8.6
2010-06-04,15.0,0.10,1.0,6.4
2010-06-05,15.8,1.80,5.0,6.8
2010-06-06,15.8,5.20,11.0,7.6
2010-06-07,13.9,20.70,21.0,5.5
2010-06-08,14.1,13.10,16.0,6.6
2010-06-09,14.7,2.50,12.0,9.7
2010-06-10,16.1,0.10,1.0,8.9
2010-06-11,17.1,1.40,9.0,7.6
2010-06-12,16.2,29.70,20.0,8.4
2010-06-13,15.3,14.70,20.0,7.4
2010-06-14,13.1,12.90,11.0,7.0
2010-06-15,12.9,14.90,15.0,5.0
2010-06-16,12.7,20.60,22.0,6.2
2010-06-17,11.8,16.90,21.0,6.2
2010-06-18,12.1,1.00,1.0,7.1
2010-06-19,10.9,17.90,13.0,7.4
2010-06-20,8.8,17.50,20.0,7.2
2010-06-21,11.3,0.20,1.0,9.6
2010-06-22,12.2,1.50,4.0,6.7
2010-06-23,13.0,1.40,5.0,7.2
2010-06-24,14.1,1.50,8.0,7.4
2010-06-25,14.5,5.00,12.0,6.4
2010-06-26,15.0,3.50,4.0,7.3
2010-06-27,15.8,4.40,10.0,7.1
2010-06-28,16.8,2.10,8.0,7.3
2010-06-29,16.8,4.40,8.0,7.8
2010-06-30,16.8,4.60,4.0,7.3
2010-07-01,17.2,5.90,5.0,8.6
2010-07-02,18.3,3.40,3.0,8.7
2010-07-03,18.2,4.00,3.0,7.9
2010-07-04,19.0,8.50,5.0,6.4
2010-07-05,18.4,18.00,13.0,6.6
2010-07-06,18.1,0.10,1.0,6.4
2010-07-07,16.9,1.50,6.0,8.4
2010-07-08,17.8,0.40,3.0,6.6
2010-07-09,19.4,0.20,1.0,7.6
2010-07-10,20.2,2.50,7.0,7.6
2010-07-11,19.1,5.90,9.0,7.9
2010-07-12,18.3,10.90,12.0,6.6
2010-07-13,18.4,10.70,8.0,5.5
2010-07-14,18.6,2.10,7.0,7.9
2010-07-15,19.6,0.20,1.0,8.6
2010-07-16,20.5,0.10,1.0,6.8
2010-07-17,19.6,12.80,10.0,8.0
2010-07-18,18.6,0.00,0.0,8.4
2010-07-19,17.7,0.30,3.0,8.5
2010-07-20,17.9,2.40,10.0,8.1
2010-07-21,18.0,9.00,8.0,7.8
2010-07-22,18.7,3.80,9.0,8.8
2010-07-23,17.0,32.60,13.0,9.1
2010-07-24,15.1,0.00,0.0,10.9
2010-07-25,14.8,0.00,0.0,9.5
2010-07-26,13.8,6.70,5.0,6.7
2010-07-27,14.8,1.50,5.0,5.6
2010-07-28,15.6,0.00,0.0,8.1
2010-07-29,13.5,10.70,10.0,7.4
2010-07-30,12.6,4.60,4.0,7.3
2010-07-31,14.4,0.00,0.0,7.2
2010-08-01,16.4,0.00,0.0,7.6
2010-08-02,16.6,17.70,16.0,6.6
2010-08-03,15.9,23.80,11.0,6.8
2010-08-04,14.5,0.70,4.0,6.5
2010-08-05,10.6,65.50,24.0,7.4
2010-08-06,13.2,0.10,1.0,9.9
2010-08-07,14.0,0.00,0.0,9.5
2010-08-08,14.8,2.50,6.0,6.8
2010-08-09,15.4,2.10,9.0,7.2
2010-08-10,16.0,11.20,13.0,6.9
2010-08-11,16.2,15.60,15.0,5.5
2010-08-12,14.8,32.80,22.0,5.8
2010-08-13,13.3,19.40,18.0,7.0
2010-08-14,12.9,26.90,12.0,8.2
2010-08-15,12.4,58.50,24.0,9.3
2010-08-16,11.3,4.80,9.0,6.2
2010-08-17,13.3,0.00,0.0,7.1
2010-08-18,14.0,1.70,9.0,7.4
2010-08-19,15.6,0.00,0.0,7.1
2010-08-20,16.3,10.40,8.0,6.6
2010-08-21,17.3,6.30,3.0,6.3
2010-08-22,18.5,1.10,7.0,6.4
2010-08-23,17.6,4.60,9.0,7.2
2010-08-24,17.2,4.70,9.0,8.6
2010-08-25,16.9,0.70,3.0,6.6
2010-08-26,18.4,0.00,0.0,6.6
2010-08-27,16.8,6.40,11.0,7.9
2010-08-28,15.3,0.00,0.0,10.7
2010-08-29,12.0,0.10,1.0,6.9
2010-08-30,11.5,1.70,6.0,11.1
2010-08-31,9.6,0.00,0.0,11.4
2010-09-01,10.5,0.00,0.0,10.6
2010-09-02,11.8,0.00,0.0,6.8
2010-09-03,13.4,1.60,4.0,7.7
2010-09-04,14.1,2.50,11.0,7.2
2010-09-05,12.2,10.20,15.0,6.7
2010-09-06,12.6,4.60,17.0,7.5
2010-09-07,11.5,50.00,24.0,4.2
2010-09-08,11.8,51.00,24.0,6.6
2010-09-09,11.1,4.20,7.0,8.3
2010-09-10,12.2,0.00,0.0,6.7
2010-09-11,12.5,0.00,0.0,7.8
2010-09-12,12.9,1.30,2.0,7.0
2010-09-13,12.8,10.90,8.0,6.9
2010-09-14,12.1,0.00,0.0,8.6
2010-09-15,13.5,0.00,0.0,6.8
2010-09-16,13.5,3.30,10.0,7.7
2010-09-17,12.7,26.90,19.0,4.6
2010-09-18,11.8,75.30,24.0,5.4
2010-09-19,10.9,1.10,4.0,7.5
2010-09-20,11.6,0.50,4.0,6.9
2010-09-21,13.0,0.00,0.0,6.5
2010-09-22,12.9,0.00,0.0,6.3
2010-09-23,12.7,0.20,1.0,6.8
2010-09-24,11.6,11.40,13.0,8.7
2010-09-25,7.6,38.50,14.0,10.1
2010-09-26,8.4,0.30,3.0,9.8
2010-09-27,6.9,14.40,16.0,6.0
2010-09-28,7.1,0.70,6.0,6.4
2010-09-29,8.3,0.00,0.0,8.4
2010-09-30,8.8,2.30,8.0,5.4
2010-10-01,9.2,7.00,16.0,4.1
2010-10-02,9.8,0.10,1.0,6.1
2010-10-03,10.2,0.00,0.0,6.3
2010-10-04,10.6,22.20,13.0,7.3
2010-10-05,11.2,32.10,18.0,4.8
2010-10-06,11.5,0.00,0.0,8.4
2010-10-07,11.8,1.00,5.0,6.3
2010-10-08,10.4,1.60,9.0,5.2
2010-10-09,8.4,0.80,6.0,4.7
2010-10-10,7.7,0.50,5.0,5.9
2010-10-11,7.9,0.00,0.0,4.5
2010-10-12,7.7,0.00,0.0,6.4
2010-10-13,7.4,0.10,1.0,5.6
2010-10-14,8.4,0.00,0.0,6.0
2010-10-15,7.3,0.00,0.0,7.4
2010-10-16,5.6,12.20,22.0,3.8
2010-10-17,3.9,8.90,19.0,2.9
2010-10-18,5.0,0.00,0.0,7.4
2010-10-19,5.3,0.00,0.0,10.1
2010-10-20,4.6,0.00,0.0,10.2
2010-10-21,3.1,0.00,0.0,10.0
2010-10-22,3.8,0.00,0.0,6.3
2010-10-23,4.0,0.20,2.0,4.2
2010-10-24,4.9,13.00,18.0,3.4
2010-10-25,2.1,44.00,24.0,10.2
2010-10-26,2.4,0.00,0.0,10.4
2010-10-27,2.5,0.00,0.0,7.6
2010-10-28,4.5,0.00,0.0,6.6
2010-10-29,4.7,0.00,0.0,6.0
2010-10-30,3.7,0.70,4.0,5.8
2010-10-31,5.1,59.80,24.0,7.4
2010-11-01,6.6,40.90,23.0,8.9
2010-11-02,6.4,6.60,18.0,7.2
2010-11-03,6.7,0.00,0.0,7.1
2010-11-04,7.9,0.00,0.0,5.5
2010-11-05,7.2,0.00,0.0,4.8
2010-11-06,6.1,0.00,0.0,6.2
2010-11-07,5.2,18.60,18.0,5.8
2010-11-08,2.7,18.00,21.0,7.7
2010-11-09,1.4,7.50,22.0,5.7
2010-11-10,1.5,5.90,14.0,5.1
2010-11-11,1.5,0.00,0.0,7.2
2010-11-12,3.5,0.10,1.0,5.2
2010-11-13,4.9,0.00,0.0,5.5
2010-11-14,5.4,0.00,0.0,5.6
2010-11-15,5.9,35.70,16.0,6.2
2010-11-16,4.4,51.80,24.0,8.6
2010-11-17,3.5,3.00,12.0,5.4
2010-11-18,3.0,6.30,13.0,4.5
2010-11-19,2.2,9.40,12.0,4.8
2010-11-20,0.7,4.10,11.0,5.3
2010-11-21,1.3,25.20,24.0,7.0
2010-11-22,1.3,11.80,13.0,5.2
2010-11-23,-0.7,0.00,0.0,8.2
2010-11-24,-2.2,0.00,0.0,8.4
2010-11-25,-2.0,0.30,2.0,5.6
2010-11-26,-3.5,8.70,17.0,9.7
2010-11-27,-4.1,2.80,7.0,8.7
2010-11-28,-2.2,11.80,24.0,4.7
2010-11-29,-4.0,1.60,5.0,9.7
2010-11-30,-7.2,3.10,5.0,8.9
2010-12-01,-3.2,19.40,23.0,5.4
2010-12-02,-4.2,3.30,13.0,7.4
2010-12-03,-5.7,4.60,8.0,7.5
2010-12-04,-8.6,0.00,0.0,10.8
2010-12-05,-8.8,4.20,10.0,5.7
2010-12-06,-2.4,15.70,24.0,5.3
2010-12-07,1.4,9.10,11.0,4.6
2010-12-08,3.1,11.30,18.0,5.9
2010-12-09,-1.4,0.00,0.0,13.0
2010-12-10,-7.1,0.00,0.0,11.9
2010-12-11,-4.4,0.00,0.0,11.1
2010-12-12,-5.9,0.00,0.0,11.1
2010-12-13,-7.9,0.00,0.0,10.9
2010-12-14,-10.3,0.00,0.0,11.7
2010-12-15,-9.5,0.00,0.0,9.5
2010-12-16,-8.0,0.00,0.0,8.1
2010-12-17,-7.2,4.20,10.0,5.2
2010-12-18,-6.9,0.00,0.0,10.2
2010-12-19,-4.7,0.60,6.0,5.4
2010-12-20,-1.9,0.00,0.0,5.5
2010-12-21,-2.1,6.80,16.0,5.6
2010-12-22,0.7,22.50,24.0,5.4
2010-12-23,1.5,46.40,24.0,7.1
2010-12-24,1.9,22.00,24.0,7.1
2010-12-25,-0.5,1.60,12.0,9.3
2010-12-26,-4.8,5.60,16.0,9.2
2010-12-27,-6.6,0.00,0.0,9.0
2010-12-28,-3.9,0.00,0.0,6.2
2010-12-29,-2.5,0.00,0.0,5.2
2010-12-30,-3.0,0.00,0.0,6.5
2010-12-31,-4.2,0.00,0.0,7.3
2011-01-01,-3.9,0.00,0.0,5.5
2011-01-02,-4.3,0.00,0.0,9.1
2011-01-03,-6.9,0.00,0.0,10.0
2011-01-04,-5.2,0.00,0.0,3.8
2011-01-05,-5.1,0.00,0.0,4.3
2011-01-06,-3.6,2.10,9.0,6.0
2011-01-07,-0.2,7.70,18.0,5.2
2011-01-08,1.7,9.20,19.0,3.8
2011-01-09,2.1,5.70,22.0,4.0
2011-01-10,1.0,13.70,24.0,3.9
2011-01-11,0.6,1.20,7.0,5.2
2011-01-12,-2.2,0.00,0.0,7.5
2011-01-13,-0.2,0.00,0.0,8.5
2011-01-14,0.8,0.00,0.0,7.1
2011-01-15,0.4,0.00,0.0,7.7
2011-01-16,0.3,0.00,0.0,8.0
2011-01-17,-0.2,0.00,0.0,5.8
2011-01-18,-0.6,0.00,0.0,5.0
2011-01-19,-1.3,0.00,0.0,5.8
2011-01-20,-4.1,0.70,4.0,8.3
2011-01-21,-6.7,0.00,0.0,10.4
2011-01-22,-5.0,0.00,0.0,7.1
2011-01-23,-3.6,0.00,0.0,6.7
2011-01-24,-3.4,0.00,0.0,7.9
2011-01-25,-3.8,0.00,0.0,7.0
2011-01-26,-2.7,0.00,0.0,6.3
2011-01-27,-2.1,0.00,0.0,5.2
2011-01-28,-2.4,0.00,0.0,5.0
2011-01-29,-3.0,0.00,0.0,4.9
2011-01-30,-2.0,0.10,1.0,5.0
2011-01-31,-1.2,0.00,0.0,6.5
2011-02-01,-0.8,0.00,0.0,5.8
2011-02-02,-1.6,0.00,0.0,8.0
2011-02-03,-2.0,0.00,0.0,8.7
2011-02-04,-0.2,0.00,0.0,7.6
2011-02-05,1.8,0.00,0.0,7.2
2011-02-06,2.0,0.00,0.0,6.0
2011-02-07,2.4,0.00,0.0,4.6
2011-02-08,1.2,0.00,0.0,5.4
2011-02-09,0.3,0.00,0.0,6.2
2011-02-10,0.4,0.00,0.0,4.6
2011-02-11,0.8,0.00,0.0,6.2
2011-02-12,1.8,0.00,0.0,5.9
2011-02-13,2.2,2.60,12.0,5.6
2011-02-14,1.1,0.60,3.0,6.3
2011-02-15,0.5,14.60,16.0,6.2
2011-02-16,-0.1,18.30,24.0,5.5
2011-02-17,0.0,8.20,17.0,4.0
2011-02-18,0.2,0.00,0.0,6.8
2011-02-19,-2.0,0.00,0.0,10.0
2011-02-20,-1.7,4.20,16.0,5.0
2011-02-21,-0.3,0.60,3.0,5.4
2011-02-22,-1.6,3.00,10.0,5.7
2011-02-23,-4.9,0.00,0.0,9.3
2011-02-24,-3.6,0.00,0.0,7.8
2011-02-25,-1.8,0.00,0.0,5.8
2011-02-26,-0.3,0.00,0.0,5.6
2011-02-27,-1.0,6.60,23.0,4.3
2011-02-28,-0.6,5.90,21.0,3.5
2011-03-01,0.9,0.70,4.0,6.6
2011-03-02,-1.6,3.00,12.0,7.3
2011-03-03,-1.7,2.70,9.0,4.3
2011-03-04,0.2,0.30,1.0,8.0
2011-03-05,1.3,0.00,0.0,5.7
2011-03-06,1.5,0.00,0.0,10.0
2011-03-07,-1.2,3.20,14.0,6.0
2011-03-08,-1.4,0.00,0.0,5.8
2011-03-09,0.4,0.00,0.0,6.9
2011-03-10,1.8,0.00,0.0,7.4
2011-03-11,2.2,0.10,1.0,7.7
2011-03-12,2.4,3.30,16.0,8.4
2011-03-13,0.9,14.70,24.0,5.7
2011-03-14,2.5,1.20,5.0,5.8
2011-03-15,3.0,4.20,11.0,7.1
2011-03-16,2.8,38.20,24.0,6.6
2011-03-17,3.2,6.50,16.0,4.2
2011-03-18,4.2,0.00,0.0,9.3
2011-03-19,3.8,5.40,13.0,7.4
2011-03-20,3.4,1.30,7.0,5.0
2011-03-21,1.8,1.20,9.0,7.0
2011-03-22,3.0,0.00,0.0,6.1
2011-03-23,5.2,0.00,0.0,6.2
2011-03-24,6.2,0.00,0.0,6.6
2011-03-25,6.1,0.60,2.0,8.2
2011-03-26,5.1,0.00,0.0,7.3
2011-03-27,3.9,7.50,15.0,5.9
2011-03-28,5.5,6.50,13.0,5.2
2011-03-29,5.4,5.40,9.0,7.2
2011-03-30,4.5,4.30,7.0,7.0
2011-03-31,5.7,0.00,0.0,6.8
2011-04-01,8.5,0.00,0.0,6.9
2011-04-02,9.0,0.00,0.0,6.9
2011-04-03,9.5,0.00,0.0,7.1
2011-04-04,8.7,1.00,5.0,11.6
2011-04-05,7.6,0.10,1.0,7.6
2011-04-06,9.7,0.00,0.0,6.1
2011-04-07,11.9,0.00,0.0,7.4
2011-04-08,13.2,0.00,0.0,11.5
2011-04-09,12.8,0.00,0.0,10.5
2011-04-10,11.5,0.00,0.0,10.7
2011-04-11,11.0,0.30,2.0,7.4
2011-04-12,9.6,0.60,2.0,11.9
2011-04-13,4.4,0.00,0.0,10.4
2011-04-14,3.8,1.30,5.0,8.0
2011-04-15,3.2,4.90,16.0,8.3
2011-04-16,4.0,0.50,4.0,8.7
2011-04-17,6.2,0.00,0.0,8.7
2011-04-18,6.8,0.00,0.0,8.4
2011-04-19,7.4,0.20,2.0,7.6
2011-04-20,8.5,0.10,1.0,8.9
2011-04-21,9.2,0.40,3.0,8.3
2011-04-22,9.3,0.80,4.0,8.5
2011-04-23,8.0,5.20,13.0,7.7
2011-04-24,9.1,4.60,4.0,6.4
2011-04-25,9.7,10.20,10.0,7.4
2011-04-26,8.9,11.30,13.0,6.1
2011-04-27,7.5,4.40,7.0,7.4
2011-04-28,7.1,7.80,10.0,6.3
2011-04-29,6.1,11.10,17.0,5.8
2011-04-30,6.8,6.80,15.0,5.1
2011-05-01,8.4,4.50,6.0,7.4
2011-05-02,8.8,8.40,12.0,7.5
2011-05-03,10.0,1.00,6.0,5.9
2011-05-04,8.1,2.50,10.0,8.1
2011-05-05,8.1,0.50,4.0,8.5
2011-05-06,8.3,0.00,0.0,8.9
2011-05-07,10.2,0.00,0.0,7.9
2011-05-08,12.6,2.00,4.0,8.7
2011-05-09,8.7,2.00,7.0,8.0
2011-05-10,11.3,0.00,0.0,9.7
2011-05-11,13.6,1.50,2.0,8.4
2011-05-12,13.4,8.20,11.0,8.2
2011-05-13,11.9,16.00,14.0,7.6
2011-05-14,11.5,21.70,24.0,7.3
2011-05-15,8.9,5.70,11.0,7.9
2011-05-16,8.6,0.00,0.0,9.8
2011-05-17,10.1,1.30,3.0,8.3
2011-05-18,10.8,8.00,16.0,6.3
2011-05-19,11.6,0.30,3.0,7.2
2011-05-20,12.9,1.00,5.0,8.6
2011-05-21,13.4,5.00,4.0,7.2
2011-05-22,13.4,3.10,8.0,7.6
2011-05-23,14.8,3.50,3.0,6.6
2011-05-24,15.4,5.90,4.0,7.1
2011-05-25,14.7,10.20,8.0,7.8
2011-05-26,15.0,12.70,15.0,8.2
2011-05-27,11.6,68.80,24.0,8.7
2011-05-28,10.8,0.00,0.0,10.3
2011-05-29,12.9,0.00,0.0,6.8
2011-05-30,14.0,0.00,0.0,8.0
2011-05-31,13.3,8.20,11.0,7.8
2011-06-01,12.1,10.50,18.0,5.5
2011-06-02,12.7,7.30,7.0,6.5
2011-06-03,13.1,10.40,12.0,6.6
2011-06-04,12.7,17.20,14.0,5.3
2011-06-05,11.9,10.00,17.0,6.4
2011-06-06,11.8,16.10,19.0,5.7
2011-06-07,10.4,13.40,14.0,6.2
2011-06-08,11.1,26.40,24.0,7.4
2011-06-09,11.3,16.60,20.0,4.9
2011-06-10,11.3,13.60,16.0,5.5
2011-06-11,11.7,9.80,14.0,5.1
2011-06-12,12.1,7.50,10.0,6.9
2011-06-13,12.5,11.70,17.0,4.7
2011-06-14,12.9,6.90,5.0,6.8
2011-06-15,14.4,7.60,9.0,7.1
2011-06-16,14.6,12.40,12.0,7.5
2011-06-17,14.0,21.90,18.0,7.2
2011-06-18,13.4,32.80,20.0,5.8
2011-06-19,13.4,0.00,0.0,10.6
2011-06-20,13.7,0.00,0.0,8.2
2011-06-21,15.3,0.20,1.0,7.8
2011-06-22,15.5,19.70,14.0,7.7
2011-06-23,13.3,20.30,17.0,7.2
2011-06-24,14.5,0.60,3.0,7.5
2011-06-25,14.2,0.00,0.0,7.8
2011-06-26,17.4,0.00,0.0,7.7
2011-06-27,18.5,0.00,0.0,6.6
2011-06-28,19.4,0.90,2.0,7.6
2011-06-29,19.2,11.90,9.0,7.5
2011-06-30,17.4,3.00,7.0,7.4
2011-07-01,14.3,0.00,0.0,8.6
2011-07-02,11.3,3.40,10.0,7.2
2011-07-03,13.8,0.00,0.0,7.4
2011-07-04,15.4,1.60,7.0,7.9
2011-07-05,16.4,4.30,11.0,7.9
2011-07-06,17.1,3.40,12.0,8.2
2011-07-07,15.2,32.80,20.0,6.5
2011-07-08,15.4,7.90,10.0,8.3
2011-07-09,16.5,4.60,16.0,7.9
2011-07-10,16.8,6.40,11.0,7.9
2011-07-11,18.2,0.70,2.0,7.1
2011-07-12,18.2,2.30,8.0,7.1
2011-07-13,16.4,61.90,16.0,6.9
2011-07-14,16.1,30.40,17.0,6.5
2011-07-15,15.5,10.60,10.0,6.8
2011-07-16,14.3,12.60,13.0,5.8
2011-07-17,13.4,21.30,16.0,7.7
2011-07-18,13.5,27.20,21.0,6.1
2011-07-19,11.6,30.00,18.0,8.7
2011-07-20,12.8,2.30,5.0,9.7
2011-07-21,13.0,0.50,1.0,10.2
2011-07-22,13.8,0.40,3.0,7.9
2011-07-23,13.2,9.40,11.0,6.9
2011-07-24,12.9,1.10,4.0,5.2
2011-07-25,11.0,9.40,7.0,8.2
2011-07-26,12.0,7.50,13.0,6.7
2011-07-27,12.2,8.40,11.0,6.4
2011-07-28,13.0,8.70,7.0,5.7
2011-07-29,14.0,3.20,3.0,5.4
2011-07-30,14.7,2.50,5.0,7.8
2011-07-31,14.7,10.40,10.0,6.2
2011-08-01,15.0,4.90,14.0,7.4
2011-08-02,17.1,1.40,7.0,7.0
2011-08-03,16.6,8.60,10.0,7.7
2011-08-04,16.6,3.20,4.0,7.0
2011-08-05,16.2,15.70,18.0,5.4
2011-08-06,15.9,19.00,22.0,7.3
2011-08-07,15.6,37.30,23.0,5.9
2011-08-08,15.7,13.00,16.0,10.5
2011-08-09,12.8,1.20,4.0,11.4
2011-08-10,13.1,0.00,0.0,9.1
2011-08-11,14.2,0.00,0.0,7.8
2011-08-12,15.6,0.30,1.0,7.4
2011-08-13,16.0,1.60,8.0,5.9
2011-08-14,16.4,1.90,4.0,7.0
2011-08-15,16.5,19.90,19.0,4.7
