"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"23","Femmine","6","6","9","3","5","7","5","7","7","5","4","5","10","4","8","4","6","4"
"23","Totale","11","6","15","11","9","8","8","13","11","9","14","8","15","13","14","16","12","13"
"24","Maschi","6","5","0","6","6","4","1","3","7","6","6","10","3","5","9","7","13","7"
"24","Femmine","6","5","7","7","3","7","7","4","6","9","6","3","6","7","4","7","4","5"
"24","Totale","12","10","7","13","9","11","8","7","13","15","12","13","9","12","13","14","17","12"
"25","Maschi","10","9","7","2","6","7","5","3","6","7","4","4","9","3","5","9","6","12"
"25","Femmine","3","5","5","8","8","4","10","7","3","8","8","8","3","6","8","5","7","5"
"25","Totale","13","14","12","10","14","11","15","10","9","15","12","12","12","9","13","14","13","17"
"26","Maschi","5","7","14","11","0","6","7","5","4","6","8","4","5","7","3","6","10","6"
"26","Femmine","8","5","6","6","13","8","4","9","6","1","7","8","8","6","4","7","6","7"
"26","Totale","13","12","20","17","13","14","11","14","10","7","15","12","13","13","7","13","16","13"
"27","Maschi","7","4","6","12","8","1","7","7","6","5","8","13","3","6","7","4","6","6"
"27","Femmine","5","9","7","6","6","13","8","4","8","6","1","7","9","5","8","3","9","5"
"27","Totale","12","13","13","18","14","14","15","11","14","11","9","20","12","11","15","7","15","11"
"28","Maschi","12","9","6","10","10","6","2","8","5","7","4","8","10","3","7","9","7","7"
"28","Femmine","5","6","8","8","6","9","12","8","5","8","6","3","5","9","6","10","3","8"
"28","Totale","17","15","14","18","16","15","14","16","10","15","10","11","15","12","13","19","10","15"
"29","Maschi","7","13","11","8","9","9","8","2","8","7","8","4","8","9","3","5","10","6"
"29","Femmine","3","6","6","10","7","8","8","13","8","2","9","6","3","5","9","6","9","5"
"29","Totale","10","19","17","18","16","17","16","15","16","9","17","10","11","14","12","11","19","11"
"30","Maschi","3","8","14","11","9","8","9","9","2","9","9","10","4","5","9","3","4","11"
"30","Femmine","6","3","6","4","14","8","7","8","12","5","3","8","7","3","5","10","6","9"
"30","Totale","9","11","20","15","23","16","16","17","14","14","12","18","11","8","14","13","10","20"
"31","Maschi","7","3","9","15","11","9","8","10","12","3","9","5","8","2","7","8","3","4"
