"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"72","Femmine","5","8","10","10","4","6","6","10","9","8","6","8","13","11","11","9","7","9"
"72","Totale","8","15","15","16","12","10","18","12","15","19","20","18","22","15","18","12","15","19"
"73","Maschi","8","5","6","5","5","8","4","12","2","5","11","15","9","9","4","6","3","8"
"73","Femmine","7","5","8","9","10","4","10","6","10","9","8","6","8","12","11","11","8","7"
"73","Totale","15","10","14","14","15","12","14","18","12","14","19","21","17","21","15","17","11","15"
"74","Maschi","2","8","5","5","5","5","9","4","11","2","4","10","15","7","9","4","6","3"
"74","Femmine","3","7","4","8","9","10","7","10","8","10","9","8","6","8","13","11","11","8"
"74","Totale","5","15","9","13","14","15","16","14","19","12","13","18","21","15","22","15","17","11"
"75","Maschi","5","2","9","5","4","5","5","9","4","11","2","4","10","15","7","9","4","6"
"75","Femmine","8","3","9","3","8","9","10","7","10","7","10","8","9","5","5","13","11","11"
"75","Totale","13","5","18","8","12","14","15","16","14","18","12","12","19","20","12","22","15","17"
"76","Maschi","4","4","2","9","5","4","5","5","8","4","11","2","4","10","15","7","9","5"
"76","Femmine","9","8","2","6","3","8","9","10","7","8","7","10","8","9","4","5","12","11"
"76","Totale","13","12","4","15","8","12","14","15","15","12","18","12","12","19","19","12","21","16"
"77","Maschi","5","4","6","2","8","3","4","4","5","7","4","11","2","4","10","14","7","9"
"77","Femmine","9","8","10","1","6","3","8","9","10","5","8","7","10","10","9","4","5","11"
"77","Totale","14","12","16","3","14","6","12","13","15","12","12","18","12","14","19","18","12","20"
"78","Maschi","4","5","5","6","2","8","5","4","4","5","6","4","9","1","4","10","13","5"
"78","Femmine","5","9","8","10","1","6","3","8","9","10","4","8","8","10","10","9","4","5"
"78","Totale","9","14","13","16","3","14","8","12","13","15","10","12","17","11","14","19","17","10"
"79","Maschi","3","4","6","4","5","2","8","5","3","4","5","5","2","8","1","4","10","12"
"79","Femmine","11","5","11","8","8","1","7","3","8","9","10","4","8","8","7","11","9","3"
"79","Totale","14","9","17","12","13","3","15","8","11","13","15","9","10","16","8","15","19","15"
"80","Maschi","1","3","4","6","4","5","2","7","4","3","4","5","4","2","7","1","3","9"
"80","Femmine","1","10","4","10","7","10","2","7","3","7","9","10","4","7","8","7","10","7"
"80","Totale","2","13","8","16","11","15","4","14","7","10","13","15","8","9","15","8","13","16"
"81","Maschi","3","1","3","4","7","4","5","2","7","4","3","4","5","4","1","7","1","2"
"81","Femmine","2","1","10","4","10","6","9","2","7","3","7","9","8","3","7","7","6","9"
"81","Totale","5","2","13","8","17","10","14","4","14","7","10","13","13","7","8","14","7","11"
"82","Maschi","1","3","1","3","4","7","4","5","2","7","4","3","4","4","3","1","7","0"
"82","Femmine","2","2","0","11","4","10","6","6","2","4","3","7","9","8","3","6","7","6"
"82","Totale","3","5","1","14","8","17","10","11","4","11","7","10","13","12","6","7","14","6"
"83","Maschi","0","1","3","1","3","4","6","3","4","2","7","4","4","4","4","2","1","6"
"83","Femmine","0","2","2","2","10","3","9","8","5","2","4","3","7","6","7","3","6","6"
"83","Totale","0","3","5","3","13","7","15","11","9","4","11","7","11","10","11","5","7","12"
"84","Maschi","0","0","1","3","1","3","3","5","3","4","2","7","3","4","4","3","2","1"
"84","Femmine","1","0","2","3","2","9","2","9","8","5","2","4","3","7","6","6","4","5"
"84","Totale","1","0","3","6","3","12","5","14","11","9","4","11","6","11","10","9","6","6"
"85","Maschi","1","0","0","1","2","1","3","3","6","1","4","2","7","3","4","4","2","2"
"85","Femmine","2","0","0","1","2","2","7","2","8","8","3","3","3","3","7","6","6","4"
"85","Totale","3","0","0","2","4","3","10","5","14","9","7","5","10","6","11","10","8","6"
"86","Maschi","1","1","0","0","1","1","1","3","3","6","1","3","2","6","3","4","4","1"
"86","Femmine","3","2","0","0","1","2","2","6","1","5","8","3","2","3","3","7","5","6"
"86","Totale","4","3","0","0","2","3","3","9","4","11","9","6","4","9","6","11","9","7"
"87","Maschi","1","1","1","0","0","1","1","1","2","1","5","1","3","0","6","3","4","4"
"87","Femmine","3","3","2","0","0","1","2","2","6","1","5","7","4","2","4","3","6","5"
