"Year","Month","mean_temperature","mean_precipitation_sum","mean_precipitation_hours","mean_windspeed_10m_max","mean_radiation_sum","count_highwind","Station"
2022,8,24.1129032258065,2.56129032258064,2.19354838709677,13.7741935483871,20.4996774193548,2.83870967741935,6665
2022,9,18.01,3.41,3.73333333333333,13.0033333333333,14.6563333333333,2.7,6665
2022,10,15.858064516129,5.39677419354839,3.41935483870968,10.158064516129,9.46387096774194,2.25806451612903,6665
2010,5,9.23225806451613,9.00645161290323,11.1935483870968,7.5,18.0190322580645,1.90322580645161,9991
2010,6,13.9666666666667,7.39333333333333,9.76666666666667,7.44,19.8273333333333,1.93333333333333,9991
2010,7,17.4225806451613,5.12258064516129,5.2258064516129,7.7258064516129,21.9561290322581,1.96774193548387,9991
2010,8,14.7935483870968,10.3,8.06451612903226,7.58387096774194,17.0358064516129,2,9991
2010,9,11.4266666666667,10.3733333333333,7.8,7.19666666666667,13.0153333333333,1.86666666666667,9991
2010,10,6.60322580645161,6.58709677419355,6.03225806451613,6.49354838709677,8.04483870967742,1.70967741935484,9991
2011,5,11.5193548387097,6.51612903225806,6.93548387096774,7.94516129032258,20.8293548387097,2,9991
2011,6,13.86,10.29,10.6333333333333,6.82333333333333,18.4143333333333,1.8,9991
2011,7,14.4096774193548,10.4903225806452,9.61290322580645,7.31612903225806,20.211935483871,1.93548387096774,9991
2011,8,16.6516129032258,6.07096774193548,7.03225806451613,7.27741935483871,18.5735483870968,1.96774193548387,9991
2011,9,14.33,8.29666666666667,5.7,6.92666666666667,13.6213333333333,1.96666666666667,9991
2011,10,7.91290322580645,3.40967741935484,3.61290322580645,6.94193548387097,10.5716129032258,1.80645161290323,9991
2012,5,9.87096774193548,6.8741935483871,8.90322580645161,7.57741935483871,19.7283870967742,2,9991
2012,6,14.8766666666667,7.73,7.66666666666667,7.70333333333333,20.5543333333333,1.93333333333333,9991
2012,7,16.4548387096774,9.70645161290323,8.70967741935484,7.30322580645161,22.1058064516129,2,9991
2012,8,17.2354838709677,9.9741935483871,9.54838709677419,7.06451612903226,17.6851612903226,1.93548387096774,9991
2012,9,12.57,6.66,6.33333333333333,7.36666666666667,12.5336666666667,1.9,9991
2012,10,8.29354838709677,6.26774193548387,6.2258064516129,7.10645161290323,8.6641935483871,1.80645161290323,9991
2013,5,8.1258064516129,10.6741935483871,11.9354838709677,7.56451612903226,17.4870967741935,1.93548387096774,9991
