"IdSensore","Comune","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","Type"
10171,"Schivenoglia",98.2253086419753,97.9166666666667,94.7530864197531,92.6697530864197,90.895061728395,89.5833333333333,92.0524691358025,91.8981481481481,90.2006172839506,88.5802469135802,84.5679012345679,84.1049382716049,84.5679012345679,"rural"
6691,"Pavia",1103.02258988228,1104.50206808781,1104.59751829462,1107.66783328031,1113.49029589564,1126.041998091,1131.18040089087,1134.07572383073,1138.0369074133,1144.49570474069,1131.43493477569,1119.63092586701,1123.70346802418,"urban"
6804,"Sarezzo",747.454751131222,758.031674208145,763.68778280543,768.495475113122,767.590497737557,763.68778280543,764.536199095023,758.257918552036,755.147058823529,752.658371040724,746.549773755656,742.760180995475,742.590497737557,"factory"
5732,"Colico",210.028328611898,211.473087818697,214.277620396601,214.560906515581,216.515580736544,217.705382436261,217.847025495751,220.198300283286,221.671388101983,224.334277620397,225.779036827195,226.458923512748,228.725212464589,"urban"
10270,"Darfo Boario Terme",426.408839779006,431.160220994475,431.049723756906,433.53591160221,431.243093922652,431.71270718232,430.966850828729,429.502762430939,431.436464088398,434.696132596685,429.39226519337,429.447513812155,430.883977900552,"urban"
17295,"Busto Arsizio",2614.25309849967,2615.23157208089,2624.72276581866,2657.27332028702,2675.2446183953,2677.33202870189,2698.3039791259,2707.69732550554,2713.50293542074,2725.01630789302,2708.57795172864,2699.08675799087,2705.51206784083,"factory"
9997,"Ferrera Erbognone",59.3635889410537,59.1027647365676,59.1027647365676,61.0328638497653,61.3458528951487,60.7720396452791,62.0239958268127,62.2326551904017,58.6332811684924,58.0073030777256,56.2858633281168,55.5555555555556,54.7209181011998,"rural"
6904,"Osio Sotto",1530.83003952569,1563.37285902503,1594.59815546772,1601.71277997365,1609.48616600791,1614.36100131752,1634.65085638999,1627.0092226614,1632.41106719368,1642.29249011858,1650.98814229249,1645.19104084321,1659.02503293808,"rural"
9972,"Valmadrera",911.507936507937,920.47619047619,925.952380952381,929.84126984127,934.047619047619,931.825396825397,923.015873015873,918.888888888889,918.174603174603,908.492063492063,889.68253968254,885.793650793651,883.412698412698,"urban"
6832,"Lonato del Garda",218.979447200567,221.077250177179,222.622253720765,225.159461374911,226.194188518781,227.455705173636,228.249468462084,228.745570517364,230.985116938342,233.848334514529,238.426647767541,238.51169383416,239.702338766832,"urban"
5717,"Pioltello",2621.23758594347,2687.39495798319,2729.18258212376,2781.28342245989,2789.9923605806,2788.23529411765,2777.769289534,2786.09625668449,2773.18563789152,2782.88770053476,2761.42093200917,2765.62261268144,2754.85103132162,"urban"
6884,"Viadana",183.705701078582,185.97842835131,187.278505392912,188.048921417565,188.790446841294,189.175654853621,188.193374422188,188.434129429892,189.166024653313,190.138674884438,190.889830508475,190.49499229584,189.936440677966,"urban"
5730,"Erba",704.285714285714,702.352941176471,699.075630252101,695.63025210084,700.252100840336,696.09243697479,688.613445378151,683.529411764706,681.638655462185,677.605042016807,681.008403361345,676.09243697479,678.487394957983,"urban"
5719,"Meda",2754.51263537906,2775.45126353791,2786.88327316486,2803.36943441637,2797.71359807461,2795.78820697954,2766.06498194946,2760.4091456077,2767.50902527076,2763.53790613718,2806.73886883273,2809.86762936221,2814.440433213,"urban"
20041,"Mantova",739.022096850023,741.153424228177,742.83027738599,750.540667606958,750.869769628585,751.559316721517,751.73170349475,761.087603823852,764.519667763673,764.645039962388,764.065193543332,759.144334743771,762.466698009716,"urban"
9899,"Casirate d'Adda",382.20255653884,384.759095378564,386.037364798427,391.937069813176,393.411996066863,398.328416912488,398.131760078663,395.476892822026,395.968534906588,394.985250737463,398.918387413963,400.098328416912,398.721730580138,"rural"
5739,"Bormio",98.3590733590734,97.8040540540541,97.3455598455598,97.3214285714286,98.1177606177606,99.203667953668,99.8069498069498,101.037644787645,101.665057915058,101.13416988417,98.3108108108108,96.2837837837838,95.5598455598456,"rural"
10081,"Ponti sul Mincio",193.941979522184,194.368600682594,193.344709897611,195.307167235495,198.122866894198,200.597269624573,200,202.133105802048,203.58361774744,202.21843003413,199.317406143345,194.112627986348,195.819112627986,"urban"
10041,"Ferno",785.334872979215,784.295612009238,793.533487297922,800.80831408776,800,793.64896073903,789.491916859122,784.757505773672,784.872979214781,778.983833718245,781.177829099307,771.939953810624,771.939953810624,"urban"
5725,"Milano",6859.70716133649,6936.96812902516,7045.45604667804,7126.80684758078,7281.84070017064,7374.97660593384,7443.12764903396,7506.3741949689,7601.66785930533,7684.15258435625,7566.36758958551,7430.67099686244,7454.15313480487,"urban"
10584,"Perledo",69.0789473684211,70.8333333333333,77.1929824561404,74.9269005847953,74.4883040935673,73.9035087719298,70.8333333333333,69.0058479532164,67.3245614035088,66.6666666666667,64.1812865497076,63.1578947368421,61.9883040935673,"urban"
6665,"Cantù",1648.94623655914,1671.52688172043,1680.60215053763,1688.98924731183,1704.51612903226,1707.48387096774,1704.51612903226,1702.1935483871,1706.45161290323,1711.13978494624,1697.59139784946,1693.84946236559,1708.17204301075,"urban"
9991,"Moggio",38.5703648548027,38.5703648548027,37.602382725242,36.2620997766195,36.1131794489948,35.6664184661206,34.6984363365599,35.2196574832465,36.1876396128071,36.2620997766195,34.7728965003723,35.2196574832465,36.2620997766195,"rural"
17288,"Monza",3621.87972197038,3650.3777576307,3649.56180114838,3677.24388032638,3692.53550921729,3698.79117558175,3715.65427621638,3730.19038984587,3760.41100030221,3761.22695678453,3702.68963433061,3686.43094590511,3680.84013297069,"urban"
5721,"Motta Visconti",713.986679352997,725.404376784015,725.309229305423,728.639391056137,731.3986679353,733.587059942912,741.769743101808,744.338725023787,754.043767840152,763.273073263559,766.222645099905,772.597526165557,773.168411037107,"urban"
10437,"Sondrio",1047.98850574713,1050.28735632184,1050.81417624521,1047.41379310345,1049.04214559387,1041.95402298851,1037.40421455939,1031.51340996169,1033.8601532567,1033.95593869732,1015.4214559387,1014.94252873563,1008.90804597701,"urban"
5952,"Corte de' Cortesi con Cignone",87.2373540856031,88.2490272373541,88.2490272373541,87.8599221789883,84.3579766536965,82.2568093385214,84.124513618677,84.3579766536965,83.2684824902724,83.4241245136187,80.3112840466926,82.568093385214,82.1011673151751,"rural"
